mmr_temp,fish_id,temp,bw,mean_rmr_unscaled,mean_rmr_bw,mean_rmr_72,n_rmr,treatment,population
26,H03,25,0.0115,0.066761946,5.805386646,4.670929824,28,hot,Lower Deschutes
26,H03,26,0.0115,0.063753529,5.543785093,4.460449012,21,hot,Lower Deschutes
26,H03,27,0.0115,0.069270775,6.023545652,4.846457393,6,hot,Lower Deschutes
26,H04,23,0.0133,0.056172924,4.223528132,3.539408164,20,hot,Lower Deschutes
26,H04,24,0.0133,0.058942441,4.431762451,3.713913039,35,hot,Lower Deschutes
26,H04,25,0.0133,0.069023307,5.189722331,4.349099855,28,hot,Lower Deschutes
26,H04,26,0.0133,0.070743132,5.319032481,4.457464565,21,hot,Lower Deschutes
26,H04,27,0.0133,0.085429939,6.423303684,5.38286778,6,hot,Lower Deschutes
26,H05,23,0.0119,0.049566912,4.165286693,3.383567507,23,hot,Lower Deschutes
26,H05,24,0.0119,0.054213624,4.555766753,3.700764315,33,hot,Lower Deschutes
26,H05,25,0.0119,0.056555332,4.752548887,3.860615409,25,hot,Lower Deschutes
26,H05,26,0.0119,0.066939966,5.625207198,4.569497779,23,hot,Lower Deschutes
26,H05,27,0.0119,0.068964497,5.79533591,4.707697626,6,hot,Lower Deschutes
26,H06,23,0.0079,0.041151497,5.209050253,3.772862087,23,hot,Lower Deschutes
26,H06,24,0.0079,0.043985102,5.567734484,4.032653426,33,hot,Lower Deschutes
26,H06,25,0.0079,0.043862339,5.552194759,4.021398161,25,hot,Lower Deschutes
26,H06,26,0.0079,0.048884579,6.187921392,4.481848492,23,hot,Lower Deschutes
26,H06,27,0.0079,0.060681172,7.681161034,5.563386768,6,hot,Lower Deschutes
26,H07,23,0.0089,0.0351916,3.95411236,2.961113167,23,hot,Lower Deschutes
26,H07,24,0.0089,0.037768524,4.24365443,3.177942321,33,hot,Lower Deschutes
26,H07,25,0.0089,0.03887656,4.368152764,3.271175295,25,hot,Lower Deschutes
26,H07,26,0.0089,0.043456184,4.882717303,3.656516857,23,hot,Lower Deschutes
26,H07,27,0.0089,0.045442212,5.105866479,3.823626414,6,hot,Lower Deschutes
26,H08,23,0.01,0.047873947,4.787394652,3.70404307,23,hot,Lower Deschutes
26,H08,24,0.01,0.047670171,4.767017063,3.688276776,32,hot,Lower Deschutes
26,H08,25,0.01,0.046510556,4.65105564,3.598556556,25,hot,Lower Deschutes
26,H08,26,0.01,0.054208569,5.420856913,4.194157561,23,hot,Lower Deschutes
26,H08,27,0.01,0.05672205,5.672205,4.388627457,6,hot,Lower Deschutes
26,H09,23,0.0094,0.048898679,5.201987137,3.955686549,24,hot,Lower Deschutes
26,H09,24,0.0094,0.052490793,5.584126937,4.246272671,33,hot,Lower Deschutes
26,H09,25,0.0094,0.062352789,6.633275454,5.04406447,30,hot,Lower Deschutes
26,H09,26,0.0094,0.063942819,6.802427543,5.172690824,20,hot,Lower Deschutes
26,H09,27,0.0094,0.058841114,6.259692979,4.759985495,3,hot,Lower Deschutes
26,H10,23,0.0075,0.035742085,4.765611391,3.401829763,23,hot,Lower Deschutes
26,H10,24,0.0075,0.046865213,6.248695063,4.460497321,32,hot,Lower Deschutes
26,H10,25,0.0075,0.048010312,6.401374867,4.569484534,30,hot,Lower Deschutes
26,H10,26,0.0075,0.047774522,6.3699362,4.547042714,20,hot,Lower Deschutes
26,H10,27,0.0075,0.044488025,5.931736667,4.234243349,3,hot,Lower Deschutes
26,H11,23,0.0118,0.049127593,4.163355353,3.374016796,24,hot,Lower Deschutes
26,H11,24,0.0118,0.057373639,4.862172768,3.940344072,33,hot,Lower Deschutes
26,H11,25,0.0118,0.055715805,4.721678407,3.826486307,30,hot,Lower Deschutes
26,H11,26,0.0118,0.065256026,5.530171695,4.481695796,20,hot,Lower Deschutes
26,H11,27,0.0118,0.058419284,4.95078678,4.012157583,3,hot,Lower Deschutes
16,A01,16,0.0143,0.03261063,2.280463615,1.950266835,10,ambient,North Umpqua
16,A01,17,0.0143,0.030176138,2.110219473,1.804672974,17,ambient,North Umpqua
16,A01,18,0.0143,0.033656838,2.353625049,2.012834954,15,ambient,North Umpqua
16,A01,19,0.0143,0.031051596,2.171440264,1.857029379,13,ambient,North Umpqua
16,A01,20,0.0143,0.037547836,2.625722803,2.245534665,12,ambient,North Umpqua
16,A01,21,0.0143,0.042576025,2.977344379,2.54624365,8,ambient,North Umpqua
16,A010,16,0.0114,0.031266674,2.742690702,2.201339316,12,ambient,North Umpqua
16,A010,17,0.0114,0.025348364,2.223540702,1.784658972,15,ambient,North Umpqua
16,A010,18,0.0114,0.021652016,1.899299649,1.524416511,12,ambient,North Umpqua
16,A010,19,0.0114,0.051305864,4.500514386,3.612204341,9,ambient,North Umpqua
16,A010,20,0.0114,0.028417327,2.492747991,2.000730214,11,ambient,North Umpqua
16,A02,16,0.0146,0.040345197,2.763369671,2.377029568,10,ambient,North Umpqua
16,A02,17,0.0146,0.037832686,2.591279855,2.228999217,17,ambient,North Umpqua
16,A02,18,0.0146,0.044908901,3.075952146,2.645910635,15,ambient,North Umpqua
16,A02,19,0.0146,0.048178863,3.299922149,2.838567928,13,ambient,North Umpqua
16,A02,20,0.0146,0.061917905,4.240952397,3.648034988,12,ambient,North Umpqua
16,A02,21,0.0146,0.076407148,5.233366301,4.501701878,7,ambient,North Umpqua
16,A03,16,0.0136,0.024251049,1.783165368,1.503693466,10,ambient,North Umpqua
16,A03,17,0.0136,0.04695385,3.452488941,2.911387333,15,ambient,North Umpqua
16,A03,18,0.0136,0.033306019,2.448972,2.065149572,15,ambient,North Umpqua
16,A03,19,0.0136,0.031556457,2.320327721,1.95666745,12,ambient,North Umpqua
16,A03,20,0.0136,0.031954242,2.349576618,1.981332227,12,ambient,North Umpqua
16,A03,21,0.0136,0.033790106,2.484566636,2.095165533,8,ambient,North Umpqua
16,A05,17,0.0097,0.029245879,3.01503909,2.312947794,23,ambient,North Umpqua
16,A05,18,0.0097,0.022072901,2.275556753,1.745663593,18,ambient,North Umpqua
16,A05,19,0.0097,0.018818674,1.940069484,1.488298924,9,ambient,North Umpqua
16,A05,20,0.0097,0.035066057,3.615057449,2.773244028,12,ambient,North Umpqua
16,A05,21,0.0097,0.026801792,2.763071359,2.119654045,11,ambient,North Umpqua
16,A07,17,0.0203,0.033426123,1.646607051,1.553336899,23,ambient,North Umpqua
16,A07,18,0.0203,0.036617302,1.803808,1.701633382,18,ambient,North Umpqua
16,A07,19,0.0203,0.040050931,1.972952261,1.861196662,9,ambient,North Umpqua
16,A07,20,0.0203,0.045225002,2.227832619,2.101639617,12,ambient,North Umpqua
16,A07,21,0.0203,0.046556268,2.293412217,2.163504535,11,ambient,North Umpqua
16,A08,17,0.0142,0.03249514,2.288390166,1.953204008,22,ambient,North Umpqua
16,A08,18,0.0142,0.038235106,2.692613099,2.29821941,18,ambient,North Umpqua
16,A08,19,0.0142,0.038261617,2.694480094,2.299812941,9,ambient,North Umpqua
16,A08,20,0.0142,0.036746437,2.587777254,2.20873913,12,ambient,North Umpqua
16,A08,21,0.0142,0.043551938,3.0670379,2.617801286,11,ambient,North Umpqua
16,A09,16,0.0158,0.032011796,2.026063009,1.781778562,13,ambient,North Umpqua
16,A09,17,0.0158,0.027995633,1.771875477,1.558238676,15,ambient,North Umpqua
16,A09,18,0.0158,0.029964668,1.896497984,1.667835323,13,ambient,North Umpqua
16,A09,19,0.0158,0.047439952,3.002528608,2.640510726,12,ambient,North Umpqua
16,A09,20,0.0158,0.041615334,2.633881911,2.316312131,20,ambient,North Umpqua
16,A11,16,0.0181,0.041154159,2.273710466,2.077121779,14,ambient,North Umpqua
16,A11,17,0.0181,0.050237479,2.775551315,2.535572656,15,ambient,North Umpqua
16,A11,18,0.0181,0.046308576,2.558484853,2.337274112,13,ambient,North Umpqua
16,A11,19,0.0181,0.047563624,2.627824549,2.400618585,12,ambient,North Umpqua
16,A11,20,0.0181,0.052961822,2.926067541,2.673075006,20,ambient,North Umpqua
16,A12,16,0.0186,0.03434855,1.846696221,1.699948961,14,ambient,North Umpqua
16,A12,17,0.0186,0.033344916,1.792737419,1.650277982,16,ambient,North Umpqua
16,A12,18,0.0186,0.037204761,2.000255968,1.84130612,12,ambient,North Umpqua
16,A12,19,0.0186,0.053447196,2.873505161,2.645162782,5,ambient,North Umpqua
16,A12,20,0.0186,0.044784564,2.407772258,2.216439229,14,ambient,North Umpqua
19,C01,18,0.0178,0.047439338,2.66513132,2.423332525,12,intermediate_1,North Umpqua
19,C01,19,0.0178,0.047082573,2.645088371,2.405108008,28,intermediate_1,North Umpqua
19,C01,20,0.0178,0.051938017,2.917866135,2.653137523,15,intermediate_1,North Umpqua
19,C01,21,0.0178,0.051687273,2.903779358,2.640328794,14,intermediate_1,North Umpqua
19,C01,22,0.0178,0.061588411,3.460023076,3.146106308,16,intermediate_1,North Umpqua
19,C02,18,0.0178,0.042127347,2.366704888,2.151981363,12,intermediate_1,North Umpqua
19,C02,19,0.0178,0.041858547,2.351603788,2.138250338,28,intermediate_1,North Umpqua
19,C02,20,0.0178,0.049214407,2.764854337,2.514007993,15,intermediate_1,North Umpqua
19,C02,21,0.0178,0.04912578,2.759875281,2.509480671,14,intermediate_1,North Umpqua
19,C02,22,0.0178,0.055214573,3.101942275,2.820513027,16,intermediate_1,North Umpqua
19,C03,18,0.0159,0.040822794,2.567471331,2.261901014,12,intermediate_1,North Umpqua
19,C03,19,0.0159,0.042200172,2.654098848,2.338218465,28,intermediate_1,North Umpqua
19,C03,20,0.0159,0.038713069,2.434784239,2.145005816,15,intermediate_1,North Umpqua
19,C03,21,0.0159,0.043389983,2.728929748,2.404143287,15,intermediate_1,North Umpqua
19,C03,22,0.0159,0.054088561,3.401796294,2.996927908,15,intermediate_1,North Umpqua
19,C05,19,0.0223,0.054874042,2.460719354,2.383220601,30,intermediate_1,North Umpqua
19,C05,20,0.0223,0.052428453,2.351051704,2.277006862,21,intermediate_1,North Umpqua
19,C05,21,0.0223,0.05134374,2.302409865,2.229896966,14,intermediate_1,North Umpqua
19,C05,22,0.0223,0.068472254,3.070504669,2.973801124,17,intermediate_1,North Umpqua
19,C06,19,0.0127,0.038661535,3.044215357,2.518356516,30,intermediate_1,North Umpqua
19,C06,20,0.0127,0.040818456,3.214051622,2.658855205,20,intermediate_1,North Umpqua
19,C06,21,0.0127,0.039358771,3.09911579,2.563773429,15,intermediate_1,North Umpqua
19,C06,22,0.0127,0.048212014,3.79622155,3.140460893,16,intermediate_1,North Umpqua
19,C07,19,0.0135,0.03882622,2.876016259,2.420257584,30,intermediate_1,North Umpqua
19,C07,20,0.0135,0.037825811,2.801911922,2.357896468,21,intermediate_1,North Umpqua
19,C07,21,0.0135,0.03759189,2.784584444,2.343314854,13,intermediate_1,North Umpqua
19,C07,22,0.0135,0.045496964,3.370145514,2.836082798,18,intermediate_1,North Umpqua
19,C08,19,0.0177,0.05054707,2.855766654,2.592579187,31,intermediate_1,North Umpqua
19,C08,20,0.0177,0.049157867,2.777280621,2.521326428,21,intermediate_1,North Umpqua
19,C08,21,0.0177,0.066549276,3.759846084,3.413338654,13,intermediate_1,North Umpqua
19,C08,22,0.0177,0.076491891,4.321575739,3.923299302,17,intermediate_1,North Umpqua
19,C09,18,0.0133,0.033593102,2.525797152,2.116672787,16,intermediate_1,North Umpqua
19,C09,19,0.0133,0.033152551,2.492672984,2.088914015,19,intermediate_1,North Umpqua
19,C09,20,0.0133,0.034251761,2.575320408,2.158174349,14,intermediate_1,North Umpqua
19,C09,21,0.0133,0.04204288,3.161118772,2.649086081,24,intermediate_1,North Umpqua
19,C09,22,0.0133,0.047713088,3.587450215,3.006361076,7,intermediate_1,North Umpqua
19,C10,18,0.0143,0.037954167,2.65413756,2.269835144,19,intermediate_1,North Umpqua
19,C10,19,0.0143,0.041544111,2.905182574,2.48453042,21,intermediate_1,North Umpqua
19,C10,20,0.0143,0.04138809,2.894271998,2.475199627,14,intermediate_1,North Umpqua
19,C10,21,0.0143,0.058690687,4.104243838,3.509975159,25,intermediate_1,North Umpqua
19,C10,22,0.0143,0.054393151,3.803716853,3.25296259,6,intermediate_1,North Umpqua
19,C11,18,0.0108,0.030016214,2.779279109,2.197189991,16,intermediate_1,North Umpqua
19,C11,19,0.0108,0.031606408,2.926519247,2.313592319,15,intermediate_1,North Umpqua
19,C11,20,0.0108,0.030989085,2.869359735,2.268404232,14,intermediate_1,North Umpqua
19,C11,21,0.0108,0.04146441,3.839297245,3.035199111,24,intermediate_1,North Umpqua
19,C11,22,0.0108,0.051192374,4.740034656,3.747287083,7,intermediate_1,North Umpqua
19,C12,18,0.0118,0.031526144,2.671707083,2.165172993,19,intermediate_1,North Umpqua
19,C12,19,0.0118,0.03409393,2.889316061,2.341525067,21,intermediate_1,North Umpqua
19,C12,20,0.0118,0.031689978,2.68559138,2.17642494,14,intermediate_1,North Umpqua
19,C12,21,0.0118,0.033835515,2.867416497,2.323777483,24,intermediate_1,North Umpqua
19,C12,22,0.0118,0.034850362,2.953420533,2.393475848,7,intermediate_1,North Umpqua
22,I01,19,0.0421,0.126297691,2.999945148,3.471275623,16,intermediate_2,North Umpqua
22,I01,20,0.0421,0.119679105,2.842734075,3.289364642,28,intermediate_2,North Umpqua
22,I01,21,0.0421,0.136857686,3.250776387,3.761515718,11,intermediate_2,North Umpqua
22,I01,22,0.0421,0.124660127,2.961048146,3.426267395,23,intermediate_2,North Umpqua
22,I01,23,0.0421,0.131988249,3.135112803,3.627679877,15,intermediate_2,North Umpqua
22,I01,24,0.0421,0.15411551,3.66070096,4.235844782,15,intermediate_2,North Umpqua
22,I02,19,0.0165,0.052615928,3.188844148,2.838609134,16,intermediate_2,North Umpqua
22,I02,20,0.0165,0.057792693,3.502587424,3.117893567,28,intermediate_2,North Umpqua
22,I02,21,0.0165,0.055072692,3.337738898,2.971150575,11,intermediate_2,North Umpqua
22,I02,22,0.0165,0.056789138,3.441765968,3.063752213,23,intermediate_2,North Umpqua
22,I02,23,0.0165,0.067002526,4.060759152,3.614760548,15,intermediate_2,North Umpqua
22,I02,24,0.0165,0.07834516,4.748191534,4.226691313,16,intermediate_2,North Umpqua
22,I03,19,0.0321,0.093218708,2.904009595,3.114556787,16,intermediate_2,North Umpqua
22,I03,20,0.0321,0.096544275,3.007609799,3.225668237,28,intermediate_2,North Umpqua
22,I03,21,0.0321,0.105403784,3.283606966,3.521675816,10,intermediate_2,North Umpqua
22,I03,22,0.0321,0.098011285,3.053311059,3.274682941,23,intermediate_2,North Umpqua
22,I03,23,0.0321,0.104102647,3.243073129,3.478203185,14,intermediate_2,North Umpqua
22,I03,24,0.0321,0.124999099,3.894052915,4.176380462,16,intermediate_2,North Umpqua
22,I05,19,0.0342,0.121025632,3.53876117,3.863272658,8,intermediate_2,North Umpqua
22,I05,20,0.0342,0.087345616,2.553965367,2.788169108,37,intermediate_2,North Umpqua
22,I05,21,0.0342,0.102831859,3.006779509,3.282507213,10,intermediate_2,North Umpqua
22,I05,22,0.0342,0.090449449,2.644720723,2.887246912,22,intermediate_2,North Umpqua
22,I05,23,0.0342,0.101568,2.969824561,3.242163423,14,intermediate_2,North Umpqua
22,I05,24,0.0342,0.115678765,3.382420034,3.692594728,17,intermediate_2,North Umpqua
22,I06,19,0.0198,0.074608974,3.76813,3.529953044,7,intermediate_2,North Umpqua
22,I06,20,0.0198,0.060417079,3.05136764,2.858495988,38,intermediate_2,North Umpqua
22,I06,21,0.0198,0.074142279,3.744559545,3.507872437,10,intermediate_2,North Umpqua
22,I06,22,0.0198,0.064563246,3.260770014,3.054662401,22,intermediate_2,North Umpqua
22,I06,23,0.0198,0.070713923,3.571410238,3.345667596,14,intermediate_2,North Umpqua
22,I06,24,0.0198,0.113240339,5.719209037,5.357707762,17,intermediate_2,North Umpqua
22,I07,19,0.0166,0.04118795,2.48120179,2.212428009,7,intermediate_2,North Umpqua
22,I07,20,0.0166,0.042922789,2.585710159,2.30561561,38,intermediate_2,North Umpqua
22,I07,21,0.0166,0.048191861,2.903124145,2.588646034,10,intermediate_2,North Umpqua
22,I07,22,0.0166,0.048861295,2.943451479,2.624604948,22,intermediate_2,North Umpqua
22,I07,23,0.0166,0.053891427,3.246471532,2.894800648,14,intermediate_2,North Umpqua
22,I07,24,0.0166,0.058318681,3.513173579,3.132612454,17,intermediate_2,North Umpqua
22,I08,19,0.0133,0.039568773,2.975095682,2.493194698,7,intermediate_2,North Umpqua
22,I08,20,0.0133,0.049170056,3.69699666,3.098163373,38,intermediate_2,North Umpqua
22,I08,21,0.0133,0.054476747,4.095995977,3.432533453,10,intermediate_2,North Umpqua
22,I08,22,0.0133,0.049082757,3.690432857,3.092662763,22,intermediate_2,North Umpqua
22,I08,23,0.0133,0.055977181,4.208810607,3.527074559,14,intermediate_2,North Umpqua
22,I08,24,0.0133,0.066571362,5.005365564,4.194604887,17,intermediate_2,North Umpqua
22,I09,19,0.0143,0.048298291,3.377502862,2.888461703,13,intermediate_2,North Umpqua
22,I09,20,0.0143,0.053466291,3.738901484,3.197532078,28,intermediate_2,North Umpqua
22,I09,21,0.0143,0.05975653,4.178778322,3.573717519,7,intermediate_2,North Umpqua
22,I09,22,0.0143,0.056195778,3.929774706,3.360768059,24,intermediate_2,North Umpqua
22,I09,23,0.0143,0.054570738,3.816135552,3.26358314,15,intermediate_2,North Umpqua
22,I09,24,0.0143,0.079768217,5.578197001,4.77050918,17,intermediate_2,North Umpqua
22,I10,19,0.0117,0.032452569,2.773723846,2.242497973,12,intermediate_2,North Umpqua
22,I10,20,0.0117,0.039885723,3.409036154,2.756134744,30,intermediate_2,North Umpqua
22,I10,21,0.0117,0.064494031,5.512310308,4.456588102,5,intermediate_2,North Umpqua
22,I10,22,0.0117,0.041160917,3.518027115,2.844251667,24,intermediate_2,North Umpqua
22,I10,23,0.0117,0.049162335,4.201908956,3.397155895,14,intermediate_2,North Umpqua
22,I10,24,0.0117,0.054363466,4.64645011,3.756558161,14,intermediate_2,North Umpqua
22,I11,19,0.0098,0.03818695,3.896627532,2.997843752,11,intermediate_2,North Umpqua
22,I11,20,0.0098,0.041892408,4.27473551,3.288738539,28,intermediate_2,North Umpqua
22,I11,21,0.0098,0.041653584,4.250365714,3.269989803,4,intermediate_2,North Umpqua
22,I11,22,0.0098,0.034971247,3.568494545,2.745396881,22,intermediate_2,North Umpqua
22,I11,23,0.0098,0.040282144,4.110422857,3.162325723,15,intermediate_2,North Umpqua
22,I11,24,0.0098,0.039646972,4.045609412,3.112461942,17,intermediate_2,North Umpqua
22,I12,19,0.0119,0.038055527,3.197943407,2.597770141,13,intermediate_2,North Umpqua
22,I12,20,0.0119,0.039990482,3.360544747,2.729855313,31,intermediate_2,North Umpqua
22,I12,21,0.0119,0.0507241,4.262529388,3.462560202,7,intermediate_2,North Umpqua
22,I12,22,0.0119,0.05169942,4.344489107,3.52913815,24,intermediate_2,North Umpqua
22,I12,23,0.0119,0.046222551,3.884248,3.155272683,15,intermediate_2,North Umpqua
22,I12,24,0.0119,0.056535621,4.750892521,3.8592699,17,intermediate_2,North Umpqua
25,H01,23,0.0225,0.074952976,3.331243398,3.234404021,31,hot,North Umpqua
25,H01,24,0.0225,0.086170337,3.829792751,3.718460525,29,hot,North Umpqua
25,H01,25,0.0225,0.094454332,4.197970291,4.075935129,13,hot,North Umpqua
25,H01,26,0.0225,0.103678101,4.607915598,4.47396331,21,hot,North Umpqua
25,H01,27,0.0225,0.119524798,5.312213259,5.157787011,3,hot,North Umpqua
25,H02,23,0.0214,0.098060544,4.582268411,4.387056008,32,hot,North Umpqua
25,H02,24,0.0214,0.101022932,4.720697751,4.519588023,29,hot,North Umpqua
25,H02,25,0.0214,0.11373696,5.314811215,5.088391247,13,hot,North Umpqua
25,H02,26,0.0214,0.109902775,5.135643685,4.916856557,21,hot,North Umpqua
25,H02,27,0.0214,0.126821376,5.926232523,5.673764971,3,hot,North Umpqua
25,H03,23,0.0133,0.04534668,3.409524783,2.857255705,31,hot,North Umpqua
25,H03,24,0.0133,0.048427564,3.641170199,3.051379587,28,hot,North Umpqua
25,H03,25,0.0133,0.050572355,3.802432692,3.186521053,10,hot,North Umpqua
25,H03,26,0.0133,0.069342218,5.213700602,4.369194166,21,hot,North Umpqua
25,H03,27,0.0133,0.071417918,5.369768271,4.499982257,3,hot,North Umpqua
25,H05,23,0.0135,0.050823292,3.764688272,3.168102862,30,hot,North Umpqua
25,H05,24,0.0135,0.0571344,4.232177753,3.561509874,30,hot,North Umpqua
25,H05,25,0.0135,0.052306608,3.874563571,3.260566361,14,hot,North Umpqua
25,H05,26,0.0135,0.065861375,4.87862037,4.105511543,23,hot,North Umpqua
25,H06,23,0.0191,0.064105419,3.356304647,3.112630113,30,hot,North Umpqua
25,H06,24,0.0191,0.07459473,3.905483241,3.621937225,30,hot,North Umpqua
25,H06,25,0.0191,0.076330783,3.996376061,3.706231042,13,hot,North Umpqua
25,H06,26,0.0191,0.086826446,4.545887216,4.215846571,23,hot,North Umpqua
25,H07,23,0.0221,0.104563295,4.731370801,4.570814743,30,hot,North Umpqua
25,H07,24,0.0221,0.089191359,4.035808112,3.898855531,30,hot,North Umpqua
25,H07,25,0.0221,0.103034975,4.66221607,4.504006734,14,hot,North Umpqua
25,H07,26,0.0221,0.106717398,4.828841552,4.664977887,23,hot,North Umpqua
25,H08,23,0.0351,0.136832187,3.898352914,4.286905824,30,hot,North Umpqua
25,H08,24,0.0351,0.136755508,3.896168329,4.284503499,30,hot,North Umpqua
25,H08,25,0.0351,0.132244753,3.767656772,4.143183062,14,hot,North Umpqua
25,H08,26,0.0351,0.144836563,4.126397806,4.53768019,23,hot,North Umpqua
25,H09,23,0.0181,0.064708696,3.575066095,3.265960094,38,hot,North Umpqua
25,H09,24,0.0181,0.071344895,3.941706917,3.600900557,30,hot,North Umpqua
25,H09,25,0.0181,0.067394075,3.723429537,3.401495793,8,hot,North Umpqua
25,H09,26,0.0181,0.075733336,4.184162226,3.822392787,21,hot,North Umpqua
25,H10,23,0.0177,0.069344964,3.917794572,3.556730608,39,hot,North Umpqua
25,H10,24,0.0177,0.081168182,4.585772983,4.163148126,30,hot,North Umpqua
25,H10,25,0.0177,0.075581477,4.270139958,3.876603842,8,hot,North Umpqua
25,H10,26,0.0177,0.089152047,5.03683883,4.572643742,21,hot,North Umpqua
25,H11,23,0.0131,0.04693321,3.582687798,2.989659477,39,hot,North Umpqua
25,H11,24,0.0131,0.05290919,4.038869427,3.370331143,30,hot,North Umpqua
25,H11,25,0.0131,0.056591479,4.319960239,3.60489409,8,hot,North Umpqua
25,H11,26,0.0131,0.060388411,4.609802356,3.846759773,21,hot,North Umpqua
25,H12,23,0.0152,0.056725759,3.731957841,3.246607078,39,hot,North Umpqua
25,H12,24,0.0152,0.066442206,4.371197789,3.802712219,30,hot,North Umpqua
25,H12,25,0.0152,0.059401612,3.908000773,3.399755172,8,hot,North Umpqua
25,H12,26,0.0152,0.065776171,4.32737968,3.764592769,21,hot,North Umpqua
16,A01,15,0.0442,0.071784718,1.624088652,1.90504292,10,ambient,Siletz
16,A01,16,0.0442,0.075539511,1.709038719,2.004688666,52,ambient,Siletz
16,A01,17,0.0442,0.078818249,1.783218306,2.091700725,21,ambient,Siletz
16,A01,18,0.0442,0.087969743,1.990265681,2.33456563,18,ambient,Siletz
16,A01,19,0.0442,0.115636521,2.616210889,3.068794321,22,ambient,Siletz
16,A02,15,0.0391,0.061480014,1.57237887,1.782146855,10,ambient,Siletz
16,A02,16,0.0391,0.071045564,1.817022085,2.059427443,52,ambient,Siletz
16,A02,17,0.0391,0.109099684,2.790273236,3.162518124,21,ambient,Siletz
16,A02,18,0.0391,0.083955729,2.147205341,2.4336598,18,ambient,Siletz
16,A02,19,0.0391,0.115085674,2.943367612,3.33603652,21,ambient,Siletz
16,A03,15,0.0363,0.053470736,1.473023017,1.635159739,10,ambient,Siletz
16,A03,16,0.0363,0.056033007,1.543608998,1.713515172,50,ambient,Siletz
16,A03,17,0.0363,0.058627777,1.615090275,1.792864446,21,ambient,Siletz
16,A03,18,0.0363,0.076983944,2.120769803,2.354204489,18,ambient,Siletz
16,A03,19,0.0363,0.071339435,1.965273681,2.181592796,22,ambient,Siletz
16,A04,15,0.0226,0.041971981,1.857167294,1.805419743,24,ambient,Siletz
16,A04,16,0.0226,0.034105622,1.50909834,1.467049278,45,ambient,Siletz
16,A04,17,0.0226,0.039841127,1.762881705,1.713761299,19,ambient,Siletz
16,A04,18,0.0226,0.072654739,3.214811474,3.125234934,29,ambient,Siletz
16,A04,19,0.0226,0.045207898,2.000349451,1.944612316,5,ambient,Siletz
16,A05,15,0.0163,0.029390607,1.803104752,1.599595909,24,ambient,Siletz
16,A05,16,0.0163,0.031736956,1.9470525,1.727296881,45,ambient,Siletz
16,A05,17,0.0163,0.038523239,2.363388914,2.096643156,20,ambient,Siletz
16,A05,18,0.0163,0.038622469,2.369476651,2.102043796,27,ambient,Siletz
16,A05,19,0.0163,0.036567021,2.243375546,1.990175192,5,ambient,Siletz
16,A06,15,0.0217,0.056983448,2.625965344,2.523913771,23,ambient,Siletz
16,A06,16,0.0217,0.055502401,2.557714341,2.458315173,45,ambient,Siletz
16,A06,17,0.0217,0.070603225,3.25360482,3.12716161,20,ambient,Siletz
16,A06,18,0.0217,0.070882904,3.266493251,3.139549164,29,ambient,Siletz
16,A06,19,0.0217,0.052772842,2.431928212,2.337417407,5,ambient,Siletz
16,A07,15,0.0212,0.028975245,1.366756855,1.305094921,24,ambient,Siletz
16,A07,16,0.0212,0.029756582,1.403612361,1.340287671,45,ambient,Siletz
16,A07,17,0.0212,0.053536622,2.52531234,2.411381582,20,ambient,Siletz
16,A07,18,0.0212,0.051573485,2.432711536,2.322958511,28,ambient,Siletz
16,A07,19,0.0212,0.048175558,2.272432,2.169910068,5,ambient,Siletz
16,A08,15,0.0175,0.031079353,1.775963043,1.607168365,23,ambient,Siletz
16,A08,16,0.0175,0.032285381,1.844878889,1.669534171,45,ambient,Siletz
16,A08,17,0.0175,0.047527883,2.715879,2.457750925,20,ambient,Siletz
16,A08,18,0.0175,0.038790558,2.216603333,2.005928428,30,ambient,Siletz
16,A09,15,0.0159,0.017306203,1.088440435,0.958898545,23,ambient,Siletz
16,A09,16,0.0159,0.019238573,1.209973171,1.065966934,41,ambient,Siletz
16,A09,17,0.0159,0.031931861,2.008293158,1.769274023,19,ambient,Siletz
16,A09,18,0.0159,0.0360726,2.268717,1.998703246,30,ambient,Siletz
19,1901,18,0.0222,0.060579707,2.728815634,2.639549586,13,intermediate_1,Siletz
19,1901,19,0.0222,0.063185184,2.846179459,2.753074162,6,intermediate_1,Siletz
19,1901,20,0.0222,0.07167285,3.228506748,3.122894616,62,intermediate_1,Siletz
19,1901,21,0.0222,0.082027607,3.694937257,3.574067074,9,intermediate_1,Siletz
19,1901,22,0.0222,0.095897692,4.319715876,4.178407698,9,intermediate_1,Siletz
19,1902,18,0.0173,0.066434176,3.840125804,3.463978268,12,intermediate_1,Siletz
19,1902,19,0.0173,0.065740004,3.800000231,3.42778307,6,intermediate_1,Siletz
19,1902,20,0.0173,0.060205935,3.480111869,3.139228374,59,intermediate_1,Siletz
19,1902,21,0.0173,0.10564773,6.106805211,5.508632169,7,intermediate_1,Siletz
19,1902,22,0.0173,0.076141788,4.401259435,3.970147805,9,intermediate_1,Siletz
19,1903,18,0.0205,0.100698945,4.912143659,4.646639053,13,intermediate_1,Siletz
19,1903,19,0.0205,0.090027474,4.391584106,4.154216088,6,intermediate_1,Siletz
19,1903,20,0.0205,0.088060935,4.295655382,4.063472374,62,intermediate_1,Siletz
19,1903,21,0.0205,0.078674263,3.837768902,3.630334961,8,intermediate_1,Siletz
19,1903,22,0.0205,0.200333598,9.772370623,9.244167544,9,intermediate_1,Siletz
