min_start,min_start_real,DateTime,bw,mo2,mo2_unscaled,mo2_scaled,mmr,ID,temp,percent_mmr,aas,fas,mo2_recovered,percent_aas,fas_available,rmr,ln_mo2_minus_rmr,B,beta,Bebt,ln_mo2_minus_Bebt,A,alpha
44,44,7/15/2021 12:01,0.0449,5.171103274,0.232182537,6.092408065,12.33778399,A201,19,49.38008373,9.700218945,4.683184953,6.245375926,64.38386558,2.025107947,2.634485743,1.240667924,3.120074875,-0.008048,2.189657196,,7.646897423,-0.18171
54,54,7/15/2021 12:11,0.0449,7.689512405,0.345259107,9.05950721,12.33778399,A201,19,73.42896598,9.700218945,4.683184953,3.278276782,33.79590502,1.361860386,2.634485743,1.860199972,3.120074875,-0.008048,2.020338355,,7.646897423,-0.18171
0,0,7/15/2021 11:11,0.0298,14.45988544,0.430904586,15.13549673,15.13549673,A202,19,100,13.15277721,7.633705408,0,0,1,1.982719521,2.576632931,3.120074875,-0.008048,3.120074875,2.305849991,7.646897423,-0.18171
8,8,7/15/2021 11:18,0.0298,5.781769799,0.17229674,6.073207893,15.13549673,A202,19,40.1255935,13.15277721,7.633705408,9.062288839,68.90019267,2.492174975,1.982719521,1.408664369,3.120074875,-0.008048,2.925522216,0.152692036,7.646897423,-0.18171
16,16,7/15/2021 11:26,0.0298,4.952389597,0.14758121,5.202021636,15.13549673,A202,19,34.36967896,13.15277721,7.633705408,9.933475096,75.52378435,2.909541288,1.982719521,1.169164602,3.120074875,-0.008048,2.743100911,,7.646897423,-0.18171
24,24,7/15/2021 11:34,0.0298,3.919589396,0.116803764,4.117161714,15.13549673,A202,19,27.20202572,13.15277721,7.633705408,11.01833502,83.77192772,3.676196803,1.982719521,0.758205345,3.120074875,-0.008048,2.572054511,,7.646897423,-0.18171
32,32,7/15/2021 11:51,0.0298,3.818562013,0.113793148,4.011041906,15.13549673,A202,19,26.50089374,13.15277721,7.633705408,11.12445483,84.57875206,3.773457641,1.982719521,0.70720904,3.120074875,-0.008048,2.411673729,,7.646897423,-0.18171
42,42,7/15/2021 12:01,0.0298,3.799448725,0.113223572,3.990965187,15.13549673,A202,19,26.36824716,13.15277721,7.633705408,11.14453155,84.7313945,3.792440179,1.982719521,0.697261538,3.120074875,-0.008048,2.225187096,,7.646897423,-0.18171
0,0,7/15/2021 11:18,0.0332,11.55351072,0.383576556,12.43785447,12.43785447,A203,19,100,10.35155214,5.961674048,0,0,1,2.086302332,2.337136473,3.120074875,-0.008048,3.120074875,1.978443339,7.646897423,-0.18171
8,8,7/15/2021 11:26,0.0332,6.917831446,0.229672004,7.489717501,12.43785447,A203,19,60.21711796,10.35155214,5.961674048,4.948136973,47.80091822,1.660657357,2.086302332,1.687031192,3.120074875,-0.008048,2.925522216,0.907408583,7.646897423,-0.18171
16,16,7/15/2021 11:34,0.0332,4.291725904,0.1424853,4.646516016,12.43785447,A203,19,37.35785803,10.35155214,5.961674048,7.791338458,75.26734496,2.676812999,2.086302332,0.940090725,3.120074875,-0.008048,2.743100911,,7.646897423,-0.18171
24,24,7/15/2021 11:51,0.0332,3.974845783,0.13196488,4.303439923,12.43785447,A203,19,34.59953589,10.35155214,5.961674048,8.134414551,78.5815928,2.890212177,2.086302332,0.796216991,3.120074875,-0.008048,2.572054511,,7.646897423,-0.18171
32,32,7/15/2021 12:01,0.0332,3.831480602,0.127205156,4.148222972,12.43785447,A203,19,33.35159597,10.35155214,5.961674048,8.289631502,80.08104862,2.998357261,2.086302332,0.723637898,3.120074875,-0.008048,2.411673729,,7.646897423,-0.18171
42,42,7/15/2021 12:11,0.0332,3.881935301,0.128880252,4.20284868,12.43785447,A203,19,33.79078513,10.35155214,5.961674048,8.235005794,79.55334314,2.959386696,2.086302332,0.749785679,3.120074875,-0.008048,2.225187096,,7.646897423,-0.18171
0,0,7/15/2021 11:17,0.0364,12.26850654,0.446573638,13.52737895,13.52737895,A204,19,100,11.38824257,6.323757143,0,0,1,2.139136378,2.43258147,3.120074875,-0.008048,3.120074875,2.112412924,7.646897423,-0.18171
8,8,7/15/2021 11:25,0.0364,6.281556154,0.228648644,6.978344918,13.52737895,A204,19,51.58682214,11.38824257,6.323757143,6.549034029,57.50697695,1.938479555,2.139136378,1.576751183,3.120074875,-0.008048,2.925522216,0.649031395,7.646897423,-0.18171
16,16,7/15/2021 11:33,0.0364,4.002710385,0.145698658,4.446715589,13.52737895,A204,19,32.87196734,11.38824257,6.323757143,9.080663358,79.73717896,3.042105725,2.139136378,0.836199014,3.120074875,-0.008048,2.743100911,,7.646897423,-0.18171
24,24,7/15/2021 11:41,0.0364,4.369705,0.159057262,4.8544195,13.52737895,A204,19,35.88588387,11.38824257,6.323757143,8.672959448,76.15713658,2.786611036,2.139136378,0.998896229,3.120074875,-0.008048,2.572054511,,7.646897423,-0.18171
32,32,7/15/2021 11:50,0.0364,4.586310385,0.166941698,5.095052083,13.52737895,A204,19,37.66473981,11.38824257,6.323757143,8.432326864,74.0441452,2.655003075,2.139136378,1.083808486,3.120074875,-0.008048,2.411673729,,7.646897423,-0.18171
42,42,7/15/2021 12:00,0.0364,4.841074231,0.176215102,5.378075899,13.52737895,A204,19,39.75696933,11.38824257,6.323757143,8.149303049,71.558917,2.515282269,2.139136378,1.175245968,3.120074875,-0.008048,2.225187096,,7.646897423,-0.18171
52,52,7/15/2021 12:10,0.0364,5.396616538,0.196436842,5.995242368,13.52737895,A204,19,44.31932004,11.38824257,6.323757143,7.532136579,66.1395868,2.256352307,2.139136378,1.349657863,3.120074875,-0.008048,2.053120847,,7.646897423,-0.18171
0,0,7/15/2021 11:27,0.0213,15.06855268,0.320960172,14.45392628,14.45392628,A206,19,100,11.5552476,4.986384445,0,0,1,2.89867868,2.447139671,3.120074875,-0.008048,3.120074875,2.132410193,7.646897423,-0.18171
8,8,7/15/2021 11:33,0.0213,6.712232629,0.142970555,6.41785774,14.45392628,A206,19,44.40217568,11.5552476,4.986384445,8.036068542,69.54475421,2.252141893,2.89867868,1.258227741,3.120074875,-0.008048,2.925522216,-0.52145383,7.646897423,-0.18171
16,16,7/15/2021 11:41,0.0213,6.392281268,0.136155591,6.111938319,14.45392628,A206,19,42.28566135,11.5552476,4.986384445,8.341987963,72.19220437,2.364867825,2.89867868,1.167285886,3.120074875,-0.008048,2.743100911,,7.646897423,-0.18171
24,24,7/15/2021 11:50,0.0213,5.885370376,0.125358389,5.627258754,14.45392628,A206,19,38.93238864,11.5552476,4.986384445,8.826667528,76.38665854,2.568555475,2.89867868,1.003781354,3.120074875,-0.008048,2.572054511,,7.646897423,-0.18171
34,34,7/15/2021 12:00,0.0213,5.022850892,0.106986724,4.802566337,14.45392628,A206,19,33.226725,11.5552476,4.986384445,9.651359944,83.52361004,3.009625535,2.89867868,0.643897931,3.120074875,-0.008048,2.373166169,,7.646897423,-0.18171
44,44,7/15/2021 12:10,0.0213,5.312927277,0.113165351,5.079920994,14.45392628,A206,19,35.145613,11.5552476,4.986384445,9.374005288,81.12336155,2.84530533,2.89867868,0.779894583,3.120074875,-0.008048,2.189657196,,7.646897423,-0.18171
54,54,7/15/2021 12:20,0.0213,5.422790094,0.115505429,5.184965614,14.45392628,A206,19,35.87236792,11.5552476,4.986384445,9.268960668,80.21429733,2.787660971,2.89867868,0.826929075,3.120074875,-0.008048,2.020338355,,7.646897423,-0.18171
0,0,7/15/2021 11:34,0.0326,10.70281448,0.348911752,11.46753756,11.46753756,A207,19,100,8.600190967,3.99935522,0,0,1,2.867346592,2.151784409,3.120074875,-0.008048,3.120074875,1.701126286,7.646897423,-0.18171
8,8,7/15/2021 11:41,0.0326,7.499856687,0.244495328,8.078499273,11.46753756,A207,19,70.44667811,8.600190967,3.99935522,3.389038288,39.40654691,1.419513349,2.867346592,1.650801075,3.120074875,-0.008048,2.925522216,0.826641901,7.646897423,-0.18171
16,16,7/15/2021 11:50,0.0326,5.772447362,0.188181784,6.217813721,11.46753756,A207,19,54.22100157,8.600190967,3.99935522,5.249723839,61.04194499,1.844303814,2.867346592,1.209099778,3.120074875,-0.008048,2.743100911,,7.646897423,-0.18171
26,26,7/15/2021 12:00,0.0326,5.013684724,0.163446122,5.400509648,11.46753756,A207,19,47.09389108,8.600190967,3.99935522,6.067027913,70.5452697,2.12341766,2.867346592,0.929468742,3.120074875,-0.008048,2.530986126,,7.646897423,-0.18171
36,36,7/15/2021 12:10,0.0326,4.971071902,0.162056944,5.354609084,11.46753756,A207,19,46.69362586,8.600190967,3.99935522,6.112928477,71.07898534,2.141619935,2.867346592,0.911182705,3.120074875,-0.008048,2.335273465,,7.646897423,-0.18171
46,46,7/15/2021 12:20,0.0326,5.371759632,0.175119364,5.786211403,11.46753756,A207,19,50.45731372,8.600190967,3.99935522,5.681326158,66.06046517,1.981873243,2.867346592,1.071194777,3.120074875,-0.008048,2.154694607,,7.646897423,-0.18171
56,56,7/15/2021 12:30,0.0326,5.445537055,0.177524508,5.865681036,11.46753756,A207,19,51.15031021,8.600190967,3.99935522,5.601856525,65.13642019,1.955022356,2.867346592,1.098056949,3.120074875,-0.008048,1.988079306,,7.646897423,-0.18171
0,0,7/15/2021 11:35,0.037,13.38823162,0.49536457,14.82488261,14.82488261,A208,19,100,12.00675701,5.260547152,0,0,1,2.818125602,2.485469575,3.120074875,-0.008048,3.120074875,2.184553766,7.646897423,-0.18171
8,8,7/15/2021 11:41,0.037,8.794125405,0.32538264,9.814449274,14.82488261,A208,19,66.20254292,12.00675701,5.260547152,5.010433338,41.73011358,1.510515995,2.818125602,1.945384821,3.120074875,-0.008048,2.925522216,1.403839898,7.646897423,-0.18171
16,16,7/15/2021 11:49,0.037,6.119076216,0.22640582,6.829031923,14.82488261,A208,19,46.06466103,12.00675701,5.260547152,7.995850689,66.59459071,2.170861518,2.818125602,1.389017231,3.120074875,-0.008048,2.743100911,,7.646897423,-0.18171
26,26,7/15/2021 11:59,0.037,6.071085676,0.22463017,6.77547336,14.82488261,A208,19,45.70338624,12.00675701,5.260547152,8.049409252,67.0406609,2.188021681,2.818125602,1.375574043,3.120074875,-0.008048,2.530986126,,7.646897423,-0.18171
36,36,7/15/2021 12:09,0.037,5.91187,0.21873919,6.597784948,14.82488261,A208,19,44.50480399,12.00675701,5.260547152,8.227097663,68.52056435,2.246948442,2.818125602,1.329633885,3.120074875,-0.008048,2.335273465,,7.646897423,-0.18171
46,46,7/15/2021 12:19,0.037,6.203200811,0.22951843,6.922916935,14.82488261,A208,19,46.69795449,12.00675701,5.260547152,7.901965676,65.81265591,2.141421419,2.818125602,1.412154909,3.120074875,-0.008048,2.154694607,,7.646897423,-0.18171
56,56,7/15/2021 12:29,0.037,6.323459459,0.233968,7.057128394,14.82488261,A208,19,47.60326661,12.00675701,5.260547152,7.767754218,64.6948565,2.100696173,2.818125602,1.444328051,3.120074875,-0.008048,1.988079306,,7.646897423,-0.18171
0,0,7/16/2021 10:04,0.052,13.75873423,0.71545418,16.64466079,16.64466079,2201,22,100,12.40661698,3.927439529,0,0,1,4.238043811,2.518229958,3.120074875,-0.008048,3.120074875,2.228566267,7.57186951,-0.15927
8,8,7/16/2021 10:10,0.052,9.20465,0.4786418,11.29965056,16.64466079,2201,22,67.88753886,12.40661698,3.927439529,5.345010226,43.08193148,1.473024383,4.238043811,1.95467261,3.120074875,-0.008048,2.925522216,1.419749575,7.57186951,-0.15927
16,16,7/16/2021 10:18,0.052,6.516394231,0.3388525,7.999541289,16.64466079,2201,22,48.06070482,12.40661698,3.927439529,8.645119498,69.68152166,2.080701904,4.238043811,1.324817144,3.120074875,-0.008048,2.743100911,,7.57186951,-0.15927
24,24,7/16/2021 10:26,0.052,5.940617308,0.3089121,7.292716148,16.64466079,2201,22,43.81414702,12.40661698,3.927439529,9.351944639,75.37868424,2.282367838,4.238043811,1.116672332,3.120074875,-0.008048,2.572054511,,7.57186951,-0.15927
32,32,7/16/2021 10:45,0.052,5.797451154,0.30146746,7.116965032,16.64466079,2201,22,42.75824616,12.40661698,3.927439529,9.527695755,76.79527602,2.338730163,4.238043811,1.057415648,3.120074875,-0.008048,2.411673729,,7.57186951,-0.15927
42,42,7/16/2021 10:55,0.052,5.7099175,0.29691571,7.009508507,16.64466079,2201,22,42.1126546,12.40661698,3.927439529,9.63515228,77.66139872,2.37458315,4.238043811,1.019375952,3.120074875,-0.008048,2.225187096,,7.57186951,-0.15927
52,52,7/16/2021 11:05,0.052,8.877079615,0.46160814,10.89752437,16.64466079,2201,22,65.47159179,12.40661698,3.927439529,5.747136422,46.32315506,1.527380002,4.238043811,1.896041487,3.120074875,-0.008048,2.053120847,,7.57186951,-0.15927
0,0,7/16/2021 10:02,0.0575,8.330290087,0.47899168,10.34449663,10.34449663,2202,22,100,7.357615337,3.463310259,0,0,1,2.986881295,1.995735877,3.120074875,-0.008048,3.120074875,1.443983021,7.57186951,-0.15927
8,8,7/16/2021 10:10,0.0575,5.585398087,0.32116039,7.052416064,10.34449663,2202,22,68.17553638,7.357615337,3.463310259,3.292080567,44.74385268,1.466801808,2.986881295,1.402545289,3.120074875,-0.008048,2.925522216,0.131039274,7.57186951,-0.15927
16,16,7/16/2021 10:18,0.0575,4.404180261,0.253240365,5.560948591,10.34449663,2202,22,53.75755621,7.357615337,3.463310259,4.783548041,65.01492429,1.860203607,2.986881295,0.945487253,3.120074875,-0.008048,2.743100911,,7.57186951,-0.15927
24,24,7/16/2021 10:26,0.0575,3.880745478,0.223142865,4.900032428,10.34449663,2202,22,47.36849556,7.357615337,3.463310259,5.444464204,73.9976739,2.11110779,2.986881295,0.64875169,3.120074875,-0.008048,2.572054511,,7.57186951,-0.15927
32,32,7/16/2021 10:45,0.0575,3.267977826,0.187908725,4.126319908,10.34449663,2202,22,39.88903525,7.357615337,3.463310259,6.218176724,84.51347943,2.506954589,2.986881295,0.130535696,3.120074875,-0.008048,2.411673729,,7.57186951,-0.15927
42,42,7/16/2021 10:55,0.0575,2.925651478,0.16822496,3.694080737,10.34449663,2202,22,35.71058959,7.357615337,3.463310259,6.650415895,90.38819767,2.800289806,2.986881295,-0.346442557,3.120074875,-0.008048,2.225187096,,7.57186951,-0.15927
0,0,7/16/2021 10:11,0.0549,12.13028142,0.66595245,14.88316456,14.88316456,2203,22,100,11.02254494,3.855123269,0,0,1,3.860619628,2.399942715,3.120074875,-0.008048,3.120074875,2.067175376,7.57186951,-0.15927
8,8,7/16/2021 10:18,0.0549,5.980468033,0.328327695,7.454048726,14.88316456,2203,22,50.08376205,11.02254494,3.855123269,7.429115839,67.3992792,1.996655121,3.860619628,1.279106927,3.120074875,-0.008048,2.925522216,-0.403606513,7.57186951,-0.15927
16,16,7/16/2021 10:26,0.0549,4.485074918,0.246230613,5.590192405,14.88316456,2203,22,37.56050926,11.02254494,3.855123269,9.29297216,84.30877089,2.662370717,3.860619628,0.547874428,3.120074875,-0.008048,2.743100911,,7.57186951,-0.15927
24,24,7/16/2021 10:45,0.0549,3.362241585,0.184587063,4.190694184,14.88316456,2203,22,28.15727909,11.02254494,3.855123269,10.69247038,97.00545962,3.551479518,3.860619628,-1.108436723,3.120074875,-0.008048,2.572054511,,7.57186951,-0.15927
34,34,7/16/2021 10:55,0.0549,3.316960109,0.18210111,4.134255402,14.88316456,2203,22,27.77806685,11.02254494,3.855123269,10.74890916,97.51749003,3.599962536,3.860619628,-1.295957349,3.120074875,-0.008048,2.373166169,,7.57186951,-0.15927
44,44,7/16/2021 11:05,0.0549,3.388379672,0.186022044,4.223272667,14.88316456,2203,22,28.37617395,11.02254494,3.855123269,10.6598919,96.70989736,3.524083272,3.860619628,-1.014308717,3.120074875,-0.008048,2.189657196,,7.57186951,-0.15927
0,0,7/16/2021 10:11,0.0446,16.72267677,0.745831384,19.43875546,19.43875546,2204,22,100,15.13622704,4.517984201,0,0,1,4.302528428,2.717091012,3.120074875,-0.008048,3.120074875,2.486251758,7.57186951,-0.15927
8,8,7/16/2021 10:18,0.0446,8.917605381,0.3977252,10.48669913,19.43875546,2204,22,53.94737927,15.13622704,4.517984201,8.952056329,59.14324822,1.853658164,4.302528428,1.821992915,3.120074875,-0.008048,2.925522216,1.181312535,7.57186951,-0.15927
16,16,7/16/2021 10:26,0.0446,6.757309776,0.301376016,7.946289565,19.43875546,2204,22,40.87859215,15.13622704,4.517984201,11.4924659,75.92688633,2.446268199,4.302528428,1.293016428,3.120074875,-0.008048,2.743100911,,7.57186951,-0.15927
24,24,7/16/2021 10:34,0.0446,6.355903498,0.283473296,7.474254003,19.43875546,2204,22,38.45027022,15.13622704,4.517984201,11.96450146,79.04546773,2.600761956,4.302528428,1.154275785,3.120074875,-0.008048,2.572054511,,7.57186951,-0.15927
32,32,7/16/2021 10:44,0.0446,6.07583139,0.27098208,7.144901917,19.43875546,2204,22,36.75596378,15.13622704,4.517984201,12.29385355,81.22138704,2.720646929,4.302528428,1.044639439,3.120074875,-0.008048,2.411673729,,7.57186951,-0.15927
42,42,7/16/2021 10:54,0.0446,5.912075874,0.263678584,6.952332863,19.43875546,2204,22,35.7653188,15.13622704,4.517984201,12.4864226,82.4936265,2.796004714,4.302528428,0.974485839,3.120074875,-0.008048,2.225187096,,7.57186951,-0.15927
52,52,7/16/2021 11:04,0.0446,6.286113543,0.280360664,7.392184183,19.43875546,2204,22,38.02807334,15.13622704,4.517984201,12.04657128,79.58767564,2.629636245,4.302528428,1.128059679,3.120074875,-0.008048,2.053120847,,7.57186951,-0.15927
0,0,7/16/2021 10:19,0.045,9.045185333,0.40703334,10.53873104,10.53873104,2205,22,100,7.326003824,3.280306828,0,0,1,3.212727221,1.991430186,3.120074875,-0.008048,3.120074875,1.436495183,7.57186951,-0.15927
8,8,7/16/2021 10:26,0.045,6.140423333,0.27631905,7.238933962,10.53873104,2205,22,68.68885762,7.326003824,3.280306828,3.299797083,45.04225171,1.455840196,3.212727221,1.392824677,3.120074875,-0.008048,2.925522216,0.095932282,7.57186951,-0.15927
16,16,7/16/2021 10:34,0.045,4.711354667,0.21201096,5.554207496,10.53873104,2205,22,52.70281092,7.326003824,3.280306828,4.984523549,68.03877896,1.897432,3.212727221,0.850783326,3.120074875,-0.008048,2.743100911,,7.57186951,-0.15927
24,24,7/16/2021 10:44,0.045,4.74621,0.21357945,5.595298385,10.53873104,2205,22,53.0927145,7.326003824,3.280306828,4.94343266,67.47788806,1.883497593,3.212727221,0.868180226,3.120074875,-0.008048,2.572054511,,7.57186951,-0.15927
34,34,7/16/2021 10:54,0.045,4.638022667,0.20871102,5.467756534,10.53873104,2205,22,51.8824943,7.326003824,3.280306828,5.070974511,69.21883516,1.927432389,3.212727221,0.813162972,3.120074875,-0.008048,2.373166169,,7.57186951,-0.15927
44,44,7/16/2021 11:04,0.045,4.635306667,0.2085888,5.464554646,10.53873104,2205,22,51.85211221,7.326003824,3.280306828,5.074176398,69.26254095,1.928561744,3.212727221,0.811742075,3.120074875,-0.008048,2.189657196,,7.57186951,-0.15927
54,54,7/16/2021 11:14,0.045,4.534814667,0.20406666,5.346084809,10.53873104,2205,22,50.72797462,7.326003824,3.280306828,5.192646235,70.87965499,1.971298888,3.212727221,0.757697071,3.120074875,-0.008048,2.020338355,,7.57186951,-0.15927
0,0,7/16/2021 10:19,0.0314,15.73712713,0.494145792,16.69793474,16.69793474,2206,22,100,12.20610224,3.717399234,0,0,1,4.491832512,2.501936009,3.120074875,-0.008048,3.120074875,2.206737778,7.57186951,-0.15927
8,8,7/16/2021 10:26,0.0314,11.94205439,0.374980508,12.72905444,16.69793474,2206,22,76.23131025,12.20610224,3.717399234,3.968880304,32.51554203,1.311796946,4.491832512,2.108663142,3.120074875,-0.008048,2.925522216,1.669911881,7.57186951,-0.15927
16,16,7/16/2021 10:34,0.0314,9.07460828,0.2849427,9.672639149,16.69793474,2206,22,57.92715864,12.20610224,3.717399234,7.025295594,57.55560175,1.726305973,4.491832512,1.644960766,3.120074875,-0.008048,2.743100911,,7.57186951,-0.15927
24,24,7/16/2021 10:44,0.0314,8.091688344,0.254079014,8.624943253,16.69793474,2206,22,51.65275458,12.20610224,3.717399234,8.07299149,66.13897976,1.936005171,4.491832512,1.41903033,3.120074875,-0.008048,2.572054511,,7.57186951,-0.15927
34,34,7/16/2021 10:54,0.0314,7.753423376,0.243457494,8.264386095,16.69793474,2206,22,49.49346265,12.20610224,3.717399234,8.433548648,69.09288881,2.020468859,4.491832512,1.327752115,3.120074875,-0.008048,2.373166169,,7.57186951,-0.15927
44,44,7/16/2021 11:04,0.0314,8.066968981,0.253302826,8.598594845,16.69793474,2206,22,51.49496017,12.20610224,3.717399234,8.099339898,66.35484234,1.941937612,4.491832512,1.412634965,3.120074875,-0.008048,2.189657196,,7.57186951,-0.15927
54,54,7/16/2021 11:14,0.0314,7.901739554,0.248114622,8.422476541,16.69793474,2206,22,50.44022911,12.20610224,3.717399234,8.275458202,67.7977133,1.982544523,4.491832512,1.368803288,3.120074875,-0.008048,2.020338355,,7.57186951,-0.15927
0,0,7/16/2021 10:26,0.0296,15.39692689,0.455749036,16.08812716,16.08812716,2207,22,100,12.63436809,4.658149813,0,0,1,3.453759069,2.536420727,3.120074875,-0.008048,3.120074875,2.252795217,7.57186951,-0.15927
8,8,7/16/2021 10:34,0.0296,8.681596757,0.256975264,9.10202631,16.08812716,2207,22,56.57604655,12.63436809,4.658149813,6.986100849,55.29442232,1.767532483,3.453759069,1.731348815,3.120074875,-0.008048,2.925522216,1.001640572,7.57186951,-0.15927
16,16,7/16/2021 10:44,0.0296,6.927880541,0.205065264,7.263381694,16.08812716,2207,22,45.14746572,12.63436809,4.658149813,8.824745465,69.84714552,2.214963751,3.453759069,1.337530136,3.120074875,-0.008048,2.743100911,,7.57186951,-0.15927
