min_start,min_start_real,t_mean,DateTime,bw,mo2,mo2_unscaled,mo2_scaled,mmr,ID,temp,percent_mmr,aas,mo2_recovered,percent_aas,fas_available,rmr,mo2_minus_rmr,ln_mo2_minus_rmr,mmr_50,B,beta,Bebt,ln_mo2_minus_Bebt,A,alpha
20,17,24.62,8/17/2021 11:11,0.0183,7.890218033,0.14439099,7.230229904,8.782247602,2510,25,82.32778477,4.506210646,1.552017698,34.44174762,1.214656756,4.276036956,2.954192948,1.0832255,4.391123801,3.501130793,-0.012281,2.841434414,,2.522751069,-0.07443
30,27,24.74,8/17/2021 11:21,0.0183,7.681682131,0.140574783,7.039137275,8.782247602,2510,25,80.15188815,4.506210646,1.743110327,38.68239778,1.247631245,4.276036956,2.763100319,1.016353353,4.391123801,3.501130793,-0.012281,2.513054637,,2.522751069,-0.07443
40,37,24.65,8/17/2021 11:31,0.0183,6.899977377,0.126269586,6.322819289,8.782247602,2510,25,71.99545692,4.506210646,2.459428313,54.57863616,1.388976531,4.276036956,2.046782333,0.716268966,4.391123801,3.501130793,-0.012281,2.222625156,,2.522751069,-0.07443
50,47,24.59,8/17/2021 11:41,0.0183,7.920705738,0.144948915,7.258167423,8.782247602,2510,25,82.64589832,4.506210646,1.524080179,33.82176952,1.209981403,4.276036956,2.982130467,1.092637967,4.391123801,3.501130793,-0.012281,1.96576012,,2.522751069,-0.07443
0,0,19.31,8/16/2021 10:31,0.0222,16.51394378,0.366609552,15.8413798,15.8413798,1901,19,100,13.08830564,0,0,1,2.753073988,13.08830581,2.571719145,7.9206899,3.501130793,-0.012281,3.501130793,2.26042627,7.526348521,-0.21568
10,8,19.31616435,8/16/2021 10:39,0.0222,9.140508108,0.20291928,8.841500354,15.8413798,1901,19,55.81269098,13.08830564,6.999879446,53.48193753,1.791707195,2.753073988,6.088426366,1.806389652,7.9206899,3.501130793,-0.012281,3.173509267,1.06984138,7.526348521,-0.21568
20.5,18,19.77,8/16/2021 10:49,0.0222,7.442787027,0.165229872,7.199315766,15.8413798,1901,19,45.44626704,13.08830564,8.642064034,66.02889841,2.200400748,2.753073988,4.446241778,1.492059195,7.9206899,3.501130793,-0.012281,2.80675216,,7.526348521,-0.21568
30.5,28,19.99,8/16/2021 10:59,0.0222,6.790884324,0.150757632,6.568738351,15.8413798,1901,19,41.46569575,13.08830564,9.272641449,70.84676737,2.411632029,2.753073988,3.815664363,1.339114795,7.9206899,3.501130793,-0.012281,2.482380553,,7.526348521,-0.21568
40.5,38,20.16,8/16/2021 11:09,0.0222,6.307274234,0.140021488,6.100948297,15.8413798,1901,19,38.51273294,13.08830564,9.740431503,74.42087441,2.596543853,2.753073988,3.347874309,1.20832561,7.9206899,3.501130793,-0.012281,2.195496024,,7.526348521,-0.21568
50.5,48,20.13,8/16/2021 11:19,0.0222,6.131584144,0.136121168,5.931005447,15.8413798,1901,19,37.43995486,13.08830564,9.910374353,75.71930719,2.670943391,2.753073988,3.177931459,1.156230501,7.9206899,3.501130793,-0.012281,1.941766256,,7.526348521,-0.21568
0,0,19.27,8/16/2021 10:29,0.0173,18.68648931,0.323276265,16.74632405,16.74632405,1902,19,100,13.31854098,0,0,1,3.42778307,13.31854098,2.589157123,8.373162025,3.501130793,-0.012281,3.501130793,2.284157359,7.526348521,-0.21568
10,10,19.31616435,8/16/2021 10:39,0.0173,8.921482486,0.154341647,8.047606517,16.74632405,1902,19,48.05595839,13.31854098,8.698717533,65.31284129,2.080907412,3.42778307,4.619823447,1.530356489,8.373162025,3.501130793,-0.012281,3.096511019,0.420887193,7.526348521,-0.21568
20,20,19.77,8/16/2021 10:49,0.0173,7.33499422,0.1268954,6.616517757,16.74632405,1902,19,39.51026946,13.31854098,10.12980629,76.05792788,2.530987547,3.42778307,3.188734687,1.159624188,8.373162025,3.501130793,-0.012281,2.73865247,,7.526348521,-0.21568
30,30,19.99,8/16/2021 10:59,0.0173,6.916189711,0.119650082,6.238735937,16.74632405,1902,19,37.25436053,13.31854098,10.50758811,78.89443843,2.684249537,3.42778307,2.810952867,1.033523524,8.373162025,3.501130793,-0.012281,2.422151028,,7.526348521,-0.21568
40,40,20.16,8/16/2021 11:09,0.0173,5.800560751,0.100349701,5.23238493,16.74632405,1902,19,31.244976,13.31854098,11.51393912,86.45045382,3.200514541,3.42778307,1.80460186,0.590339991,8.373162025,3.501130793,-0.012281,2.142227124,,7.526348521,-0.21568
50,50,20.13,8/16/2021 11:19,0.0173,5.552117399,0.096051631,5.00827707,16.74632405,1902,19,29.90672493,13.31854098,11.73804698,88.13312958,3.343729553,3.42778307,1.580494,0.457737456,8.373162025,3.501130793,-0.012281,1.894653553,,7.526348521,-0.21568
0,0,19.53,8/16/2021 10:40,0.0205,17.44367488,0.357595335,15.77703204,15.77703204,1903,19,100,11.62281596,0,0,1,4.15421608,11.62281596,2.452970059,7.88851602,3.501130793,-0.012281,3.501130793,2.094537666,7.526348521,-0.21568
10,9,19.77,8/16/2021 10:49,0.0205,8.607030244,0.17644412,8.141814581,15.77703204,1903,19,51.6054893,11.62281596,7.635217459,65.69163175,1.937778352,4.15421608,3.987598501,1.38318917,7.88851602,3.501130793,-0.012281,3.134773742,-0.159201194,7.526348521,-0.21568
20,19,19.99,8/16/2021 10:59,0.0205,7.227338537,0.14816044,6.836696121,15.77703204,1903,19,43.33322075,11.62281596,8.940335919,76.92056684,2.307698304,4.15421608,2.682480041,0.986741755,7.88851602,3.501130793,-0.012281,2.772493234,,7.526348521,-0.21568
30,29,20.16,8/16/2021 11:09,0.0205,6.542506098,0.134121375,6.188879327,15.77703204,1903,19,39.22714558,11.62281596,9.588152713,82.49423157,2.549255076,4.15421608,2.034663247,0.710330325,7.88851602,3.501130793,-0.012281,2.452080873,,7.526348521,-0.21568
40,39,20.13,8/16/2021 11:19,0.0205,6.045175366,0.123926095,5.718429649,15.77703204,1903,19,36.24528133,11.62281596,10.05860239,86.54187097,2.758979826,4.15421608,1.564213569,0.447383186,7.88851602,3.501130793,-0.012281,2.168698027,,7.526348521,-0.21568
50,49,20.07,8/16/2021 11:29,0.0205,6.542506098,0.134121375,6.188879327,15.77703204,1903,19,39.22714558,11.62281596,9.588152713,82.49423157,2.549255076,4.15421608,2.034663247,0.710330325,7.88851602,3.501130793,-0.012281,1.918065258,,7.526348521,-0.21568
0,0,20.41,8/16/2021 10:39,0.0278,11.21519424,0.3117824,11.40922227,11.40922227,1904,19,100,9.555964194,0,0,1,1.853258076,9.555964194,2.257165482,5.704611135,3.501130793,-0.012281,3.501130793,1.800856862,7.526348521,-0.21568
10,9,20.43501515,8/16/2021 10:48,0.0278,5.812717122,0.161593536,5.988092892,11.40922227,1904,19,52.48467205,9.555964194,5.421129378,56.73032326,1.905318183,1.853258076,4.134834816,1.41944738,5.704611135,3.501130793,-0.012281,3.134773742,6.11E-05,7.526348521,-0.21568
20,19,20.43501515,8/16/2021 10:58,0.0278,4.775311655,0.132753664,4.919387814,11.40922227,1904,19,43.11764376,9.555964194,6.489834456,67.91396791,2.319236194,1.853258076,3.066129738,1.120416095,5.704611135,3.501130793,-0.012281,2.772493234,,7.526348521,-0.21568
30,31,19.51,8/16/2021 11:10,0.0278,4.825484892,0.13414848,4.97107483,11.40922227,1904,19,43.57067215,9.555964194,6.43814744,67.37308041,2.295121812,1.853258076,3.117816754,1.137132999,5.704611135,3.501130793,-0.012281,2.392586504,,7.526348521,-0.21568
40,41,19.63,8/16/2021 11:20,0.0278,4.666111079,0.129717888,4.806892542,11.40922227,1904,19,42.13164077,9.555964194,6.602329728,69.09119367,2.373513069,1.853258076,2.953634466,1.083036434,5.704611135,3.501130793,-0.012281,2.116079322,,7.526348521,-0.21568
50,51,19.7,8/16/2021 11:30,0.0278,4.087643165,0.11363648,4.210971645,11.40922227,1904,19,36.90848986,9.555964194,7.198250625,75.32730846,2.709403727,1.853258076,2.357713569,0.857692323,5.704611135,3.501130793,-0.012281,1.871527608,,7.526348521,-0.21568
0,0,19.02,8/16/2021 10:49,0.0215,13.8398514,0.297556805,13.08463208,13.08463208,1905,19,100,10.75990767,0,0,1,2.32472441,10.75990767,2.375826974,6.54231604,3.501130793,-0.012281,3.501130793,1.98221134,7.526348521,-0.21568
10,9,19.06473112,8/16/2021 10:58,0.0215,7.151372558,0.15375451,6.855655248,13.08463208,1905,19,52.39471164,10.75990767,6.228976832,57.89061601,1.908589567,2.32472441,4.530930838,1.510927401,6.54231604,3.501130793,-0.012281,3.134773742,0.333723531,7.526348521,-0.21568
20,21,19.51,8/16/2021 11:10,0.0215,5.989825581,0.12878125,5.742139547,13.08463208,1905,19,43.88460839,10.75990767,7.342492533,68.23936374,2.278703256,2.32472441,3.417415137,1.228884457,6.54231604,3.501130793,-0.012281,2.705224762,,7.526348521,-0.21568
30,31,19.63,8/16/2021 11:20,0.0215,5.372633953,0.11551163,5.150469488,13.08463208,1905,19,39.36273834,10.75990767,7.934162592,73.73820329,2.540473662,2.32472441,2.825745078,1.038772074,6.54231604,3.501130793,-0.012281,2.392586504,,7.526348521,-0.21568
40,41,19.7,8/16/2021 11:30,0.0215,4.977784651,0.10702237,4.771947649,13.08463208,1905,19,36.46986495,10.75990767,8.312684431,77.25609444,2.741989863,2.32472441,2.447223239,0.89495401,6.54231604,3.501130793,-0.012281,2.116079322,,7.526348521,-0.21568
50,51,19.74,8/16/2021 11:40,0.0215,4.910698605,0.10558002,4.707635686,13.08463208,1905,19,35.97835734,10.75990767,8.376996394,77.85379439,2.779448741,2.32472441,2.382911276,0.868322965,6.54231604,3.501130793,-0.012281,1.871527608,,7.526348521,-0.21568
0,0,19.03,8/16/2021 10:49,0.0201,13.98184761,0.281035137,12.78604384,12.78604384,1906,19,100,10.42983922,0,0,1,2.356204619,10.42983922,2.344670854,6.39302192,3.501130793,-0.012281,3.501130793,1.935673422,7.526348521,-0.21568
10,9,19.06473112,8/16/2021 10:58,0.0201,8.032690498,0.161457079,7.556709505,12.78604384,1906,19,59.10123256,10.42983922,5.229334335,50.13820659,1.69201209,2.356204619,5.200504886,1.648755714,6.39302192,3.501130793,-0.012281,3.134773742,0.725484228,7.526348521,-0.21568
20,21,19.51,8/16/2021 11:10,0.0201,5.976746816,0.120132611,5.622591769,12.78604384,1906,19,43.97444463,10.42983922,7.163452071,68.68228666,2.274048049,2.356204619,3.26638715,1.183684527,6.39302192,3.501130793,-0.012281,2.705224762,,7.526348521,-0.21568
30,31,19.63,8/16/2021 11:20,0.0201,5.279851393,0.106125013,4.966991224,12.78604384,1906,19,38.84697477,10.42983922,7.819052616,74.96810307,2.574203026,2.356204619,2.610786605,0.959651557,6.39302192,3.501130793,-0.012281,2.392586504,,7.526348521,-0.21568
40,41,19.7,8/16/2021 11:30,0.0201,4.886442687,0.098217498,4.596894143,12.78604384,1906,19,35.95243533,10.42983922,8.189149697,78.5165478,2.781452747,2.356204619,2.240689524,0.806783642,6.39302192,3.501130793,-0.012281,2.116079322,,7.526348521,-0.21568
50,51,19.74,8/16/2021 11:40,0.0201,4.618720398,0.09283628,4.345035869,12.78604384,1906,19,33.98264485,10.42983922,8.441007971,80.93133358,2.942678548,2.356204619,1.98883125,0.687547155,6.39302192,3.501130793,-0.012281,1.871527608,,7.526348521,-0.21568
0,0,19.26,8/16/2021 10:59,0.0266,12.74375143,0.338983788,12.77777659,12.77777659,1907,19,100,10.26422883,0,0,1,2.513547759,10.26422883,2.328664922,6.388888295,3.501130793,-0.012281,3.501130793,1.911481075,7.526348521,-0.21568
10,11,19.51,8/16/2021 11:10,0.0266,6.042767669,0.16073762,6.148646891,12.77777659,1907,19,48.11984971,10.26422883,6.629129699,64.58478088,2.078144479,2.513547759,3.635099132,1.290636382,6.388888295,3.501130793,-0.012281,3.058715327,-0.550981512,7.526348521,-0.21568
20,21,19.63,8/16/2021 11:20,0.0266,4.895189023,0.130212028,4.98096078,12.77777659,1907,19,38.98143581,10.26422883,7.79681581,75.96104821,2.56532367,2.513547759,2.467413021,0.903170242,6.388888295,3.501130793,-0.012281,2.705224762,,7.526348521,-0.21568
30,31,19.7,8/16/2021 11:30,0.0266,4.613766466,0.122726188,4.694607238,12.77777659,1907,19,36.74040789,10.26422883,8.083169352,78.75086853,2.721798852,2.513547759,2.181059479,0.779810758,6.388888295,3.501130793,-0.012281,2.392586504,,7.526348521,-0.21568
40,41,19.74,8/16/2021 11:40,0.0266,4.508233008,0.119918998,4.58722466,12.77777659,1907,19,35.90002242,10.26422883,8.19055193,79.79705115,2.785513581,2.513547759,2.073676901,0.729323312,6.388888295,3.501130793,-0.012281,2.116079322,,7.526348521,-0.21568
50,51,19.78,8/16/2021 11:50,0.0266,4.756822932,0.12653149,4.840170288,12.77777659,1907,19,37.87959708,10.26422883,7.937606302,77.33270987,2.639943603,2.513547759,2.326622529,0.844417658,6.388888295,3.501130793,-0.012281,1.871527608,,7.526348521,-0.21568
0,0,19.9,8/16/2021 10:59,0.0177,16.08740102,0.284746998,14.57098177,14.57098177,1908,19,100,11.2563569,0,0,1,3.314624867,11.2563569,2.420933027,7.285490885,3.501130793,-0.012281,3.501130793,2.048366953,7.526348521,-0.21568
10,9,19.95225688,8/16/2021 11:08,0.0177,6.906171412,0.122239234,6.269698627,14.57098177,1908,19,43.0286629,11.2563569,8.301283143,73.74751189,2.324032244,3.314624867,2.95507376,1.083523612,7.285490885,3.501130793,-0.012281,3.134773742,,7.526348521,-0.21568
20,20,20.12,8/16/2021 11:19,0.0177,5.927062599,0.104909008,5.380824485,14.57098177,1908,19,36.92835919,11.2563569,9.190157285,81.64415331,2.707945931,3.314624867,2.066199618,0.725710987,7.285490885,3.501130793,-0.012281,2.73865247,,7.526348521,-0.21568
30,30,20.04,8/16/2021 11:29,0.0177,5.797229435,0.102610961,5.262956747,14.57098177,1908,19,36.11943814,11.2563569,9.308025023,82.69127486,2.768592347,3.314624867,1.94833188,0.66697356,7.285490885,3.501130793,-0.012281,2.422151028,,7.526348521,-0.21568
40,40,19.95,8/16/2021 11:39,0.0177,6.246285424,0.110559252,5.670627733,14.57098177,1908,19,38.91726599,11.2563569,8.900354037,79.06957923,2.569553576,3.314624867,2.356002866,0.856966482,7.285490885,3.501130793,-0.012281,2.142227124,,7.526348521,-0.21568
50,50,19.9,8/16/2021 11:49,0.0177,6.374927458,0.112836216,5.787414117,14.57098177,1908,19,39.71876575,11.2563569,8.783567653,78.03206429,2.517701598,3.314624867,2.47278925,0.905346765,7.285490885,3.501130793,-0.012281,1.894653553,,7.526348521,-0.21568
0,0,20.2,8/16/2021 11:09,0.0295,15.31404508,0.45176433,15.25836963,15.25836963,1909,19,100,12.58717997,0,0,1,2.67118966,12.58717997,2.532678833,7.629184815,3.501130793,-0.012281,3.501130793,2.20674018,7.526348521,-0.21568
10,10,20.12,8/16/2021 11:19,0.0295,6.578859492,0.194076355,6.890925792,15.25836963,1909,19,45.16161267,12.58717997,8.367443838,66.4759212,2.21426991,2.67118966,4.219736132,1.439772598,7.629184815,3.501130793,-0.012281,3.096511019,0.116204112,7.526348521,-0.21568
20,20,20.04,8/16/2021 11:29,0.0295,5.357629661,0.158050075,5.611767277,15.25836963,1909,19,36.77828899,12.58717997,9.646602353,76.63831276,2.718995439,2.67118966,2.940577617,1.07860603,7.629184815,3.501130793,-0.012281,2.73865247,,7.526348521,-0.21568
30,30,19.95,8/16/2021 11:39,0.0295,4.789049831,0.14127697,5.016217027,15.25836963,1909,19,32.87518358,12.58717997,10.2421526,81.36971607,3.041808109,2.67118966,2.345027367,0.852297072,7.629184815,3.501130793,-0.012281,2.422151028,,7.526348521,-0.21568
40,40,19.9,8/16/2021 11:49,0.0295,4.650407797,0.13718703,4.870998548,15.25836963,1909,19,31.92345359,12.58717997,10.38737108,82.52341753,3.132493159,2.67118966,2.199808888,0.788370488,7.629184815,3.501130793,-0.012281,2.142227124,,7.526348521,-0.21568
50,50,19.86,8/16/2021 11:59,0.0295,4.601735593,0.1357512,4.820017593,15.25836963,1909,19,31.58933562,12.58717997,10.43835204,82.92844038,3.165625298,2.67118966,2.148827933,0.764922546,7.629184815,3.501130793,-0.012281,1.894653553,,7.526348521,-0.21568
0,0,20.19,8/16/2021 11:08,0.0226,11.13010097,0.251540282,10.39445456,10.39445456,1910,19,100,8.554237966,0,0,1,1.840216594,8.554237966,2.146426829,5.19722728,3.501130793,-0.012281,3.501130793,1.620003336,7.526348521,-0.21568
10,9,20.12,8/16/2021 11:19,0.0266,5.041099774,0.134093254,5.129428128,10.39445456,1910,19,49.34773728,8.554237966,5.265026432,61.54874874,2.026435365,1.840216594,3.289211534,1.190647881,5.19722728,3.501130793,-0.012281,3.134773742,-1.867963907,7.526348521,-0.21568
20,19,20.04,8/16/2021 11:29,0.0266,3.855843684,0.102565442,3.923404403,10.39445456,1910,19,37.74516864,8.554237966,6.471050157,75.64730117,2.649345694,1.840216594,2.083187809,0.733899321,5.19722728,3.501130793,-0.012281,2.772493234,,7.526348521,-0.21568
30,29,19.95,8/16/2021 11:39,0.0266,3.921876992,0.104321928,3.990594723,10.39445456,1910,19,38.39157408,8.554237966,6.403859837,74.8618388,2.604738211,1.840216594,2.150378129,0.765643701,5.19722728,3.501130793,-0.012281,2.452080873,,7.526348521,-0.21568
40,39,19.9,8/16/2021 11:49,0.0266,3.47134594,0.092337802,3.532169626,10.39445456,1910,19,33.98128883,8.554237966,6.862284934,80.22087954,2.942795975,1.840216594,1.691953032,0.525883502,5.19722728,3.501130793,-0.012281,2.168698027,,7.526348521,-0.21568
50,49,19.86,8/16/2021 11:59,0.0266,3.36017594,0.08938068,3.419051745,10.39445456,1910,19,32.89303662,8.554237966,6.975402815,81.54324024,3.040157136,1.840216594,1.578835151,0.456687329,5.19722728,3.501130793,-0.012281,1.918065258,,7.526348521,-0.21568
0,0,21.86,8/15/2021 11:07,0.0195,10.26339,0.200136105,9.451300136,9.451300136,2202,22,100,4.715496398,0,0,1,4.735803738,4.715496398,1.550854191,4.725650068,3.501130793,-0.012281,3.501130793,0.194221805,4.355938123,-0.07446
10,7,21.86942678,8/15/2021 11:14,0.0195,9.876507692,0.1925919,9.212762917,9.451300136,2202,22,97.47614386,4.715496398,0.238537219,5.0585813,1.025892039,4.735803738,4.476959179,1.498944061,4.725650068,3.501130793,-0.012281,3.212723436,0.234467784,4.355938123,-0.07446
20,17,22.34,8/15/2021 11:24,0.0195,7.667399231,0.149514285,7.152116264,9.451300136,2202,22,75.67335881,4.715496398,2.299183872,48.75804535,1.321469029,4.735803738,2.416312526,0.882242628,4.725650068,3.501130793,-0.012281,2.841434414,,4.355938123,-0.07446
30,27,22.6,8/15/2021 11:34,0.0195,7.214463846,0.140682045,6.729620131,9.451300136,2202,22,71.20311528,4.715496398,2.721680005,57.71778356,1.404432933,4.735803738,1.993816393,0.690050588,4.725650068,3.501130793,-0.012281,2.513054637,,4.355938123,-0.07446
40,37,22.78,8/15/2021 11:44,0.0195,7.072921538,0.13792197,6.597590089,9.451300136,2202,22,69.80616417,4.715496398,2.853710047,60.51770177,1.432538246,4.735803738,1.861786351,0.621536431,4.725650068,3.501130793,-0.012281,2.222625156,,4.355938123,-0.07446
50,47,22.9,8/15/2021 11:54,0.0195,6.755237692,0.131727135,6.301255995,9.451300136,2202,22,66.67078502,4.715496398,3.150044141,66.80196262,1.499907343,4.735803738,1.565452257,0.448174764,4.725650068,3.501130793,-0.012281,1.96576012,,4.355938123,-0.07446
0,0,22.06,8/15/2021 11:16,0.0217,22.90686502,0.497078971,21.94567548,21.94567548,2203,22,100,18.42930831,0,0,1,3.516367172,18.42930831,2.91394224,10.97283774,3.501130793,-0.012281,3.501130793,2.703250535,4.355938123,-0.07446
10,8,22.34,8/15/2021 11:24,0.0217,11.96890088,0.259725149,11.50375949,21.94567548,2203,22,52.41925453,18.42930831,10.44191599,56.65929408,1.907695958,3.516367172,7.987392318,2.077864338,10.97283774,3.501130793,-0.012281,3.173509267,1.571504045,4.355938123,-0.07446
20,18,22.6,8/15/2021 11:34,0.0217,9.745144793,0.211469642,9.366424123,21.94567548,2203,22,42.68004478,18.42930831,12.57925136,68.2567742,2.343015348,3.516367172,5.850056951,1.766451396,10.97283774,3.501130793,-0.012281,2.80675216,,4.355938123,-0.07446
30,28,22.78,8/15/2021 11:44,0.0217,8.846743548,0.191974335,8.502936995,21.94567548,2203,22,38.74538745,18.42930831,13.44273849,72.94217592,2.580952381,3.516367172,4.986569823,1.606748263,10.97283774,3.501130793,-0.012281,2.482380553,,4.355938123,-0.07446
40,38,22.9,8/15/2021 11:54,0.0217,8.242760415,0.178867901,7.922426155,21.94567548,2203,22,36.10016999,18.42930831,14.02324933,76.09210879,2.770070058,3.516367172,4.406058983,1.482980635,10.97283774,3.501130793,-0.012281,2.195496024,,4.355938123,-0.07446
50,48,23.11,8/15/2021 12:04,0.0217,8.029756959,0.174245726,7.717700545,21.94567548,2203,22,35.16729549,18.42930831,14.22797494,77.20297853,2.843551049,3.516367172,4.201333373,1.435401945,10.97283774,3.501130793,-0.012281,1.941766256,,4.355938123,-0.07446
0,0,22.94,8/15/2021 11:15,0.0323,8.933877183,0.288564233,9.135398108,9.135398108,2204,22,100,6.497127485,0,0,1,2.638270623,6.497127485,1.871360154,4.567699054,3.501130793,-0.012281,3.501130793,1.097276962,4.355938123,-0.07446
10,8,22.98153812,8/15/2021 11:23,0.0323,4.560402446,0.147300999,4.899555412,9.135398108,2204,22,53.63264254,6.497127485,4.235842696,65.19562231,1.864536134,2.638270623,2.261284789,0.815933142,4.567699054,3.501130793,-0.012281,3.173509267,,4.355938123,-0.07446
20,18,22.98153812,8/15/2021 11:33,0.0323,3.554161084,0.114799403,3.818480799,9.135398108,2204,22,41.79873448,6.497127485,5.316917309,81.83489275,2.392416929,2.638270623,1.180210176,0.165692538,4.567699054,3.501130793,-0.012281,2.80675216,,4.355938123,-0.07446
30,28,23.27,8/15/2021 11:44,0.0323,3.592180279,0.116027423,3.859327446,9.135398108,2204,22,42.24585946,6.497127485,5.276070662,81.20620496,2.367095883,2.638270623,1.221056823,0.199716732,4.567699054,3.501130793,-0.012281,2.482380553,,4.355938123,-0.07446
40,38,23.13,8/15/2021 11:54,0.0323,3.228463313,0.104279365,3.468561182,9.135398108,2204,22,37.96836373,6.497127485,5.666836926,87.22065157,2.63377165,2.638270623,0.830290559,-0.185979568,4.567699054,3.501130793,-0.012281,2.195496024,,4.355938123,-0.07446
50,48,23.04,8/15/2021 12:04,0.0323,3.308937276,0.106878674,3.55501992,9.135398108,2204,22,38.91477829,6.497127485,5.580378188,85.88992906,2.569717839,2.638270623,0.916749297,-0.086921239,4.567699054,3.501130793,-0.012281,1.941766256,,4.355938123,-0.07446
0,0,23.21,8/15/2021 11:24,0.0213,13.03755549,0.277699932,12.23850588,12.23850588,2205,22,100,9.758419517,0,0,1,2.480086363,9.758419517,2.278130453,6.11925294,3.501130793,-0.012281,3.501130793,1.83374698,4.355938123,-0.07446
10,9,23.24181024,8/15/2021 11:33,0.0213,7.454316197,0.158776935,7.127396136,12.23850588,2205,22,58.23746956,9.758419517,5.111109744,52.37640926,1.717107573,2.480086363,4.647309773,1.536288509,6.11925294,3.501130793,-0.012281,3.134773742,0.413787733,4.355938123,-0.07446
20,20,23.27,8/15/2021 11:44,0.0213,5.44876169,0.116058624,5.209798188,12.23850588,2205,22,42.56890701,9.758419517,7.028707692,72.02711136,2.349132431,2.480086363,2.729711825,1.004196045,6.11925294,3.501130793,-0.012281,2.73865247,,4.355938123,-0.07446
30,30,23.13,8/15/2021 11:54,0.0213,4.90117662,0.104395062,4.68622827,12.23850588,2205,22,38.29085279,9.758419517,7.55227761,77.39242607,2.611589785,2.480086363,2.206141907,0.791245247,6.11925294,3.501130793,-0.012281,2.422151028,,4.355938123,-0.07446
40,40,23.04,8/15/2021 12:04,0.0213,4.837323944,0.103035,4.625175948,12.23850588,2205,22,37.79199841,9.758419517,7.613329932,78.01806347,2.64606277,2.480086363,2.145089585,0.763181316,6.11925294,3.501130793,-0.012281,2.142227124,,4.355938123,-0.07446
50,50,22.99,8/15/2021 12:14,0.0213,4.918590986,0.104765988,4.702878904,12.23850588,2205,22,38.42690399,9.758419517,7.535626976,77.22179768,2.602343401,2.480086363,2.222792541,0.798764307,6.11925294,3.501130793,-0.012281,1.894653553,,4.355938123,-0.07446
0,0,23.4,8/15/2021 11:35,0.041,10.82714756,0.44391305,12.14773514,12.14773514,2207,22,100,9.491848546,0,0,1,2.655886594,9.491848546,2.250433382,6.07386757,3.501130793,-0.012281,3.501130793,1.79021123,4.355938123,-0.07446
10,9,23.27,8/15/2021 11:44,0.041,7.036109756,0.2884805,8.081442418,12.14773514,2207,22,66.52633042,9.491848546,4.066292722,42.83983991,1.503164226,2.655886594,5.425555824,1.69112035,6.07386757,3.501130793,-0.012281,3.134773742,0.82889328,4.355938123,-0.07446
20,19,23.13,8/15/2021 11:54,0.041,5.779481707,0.23695875,6.638121099,12.14773514,2207,22,54.64492782,9.491848546,5.509614041,58.0457433,1.829996012,2.655886594,3.982234505,1.381843095,6.07386757,3.501130793,-0.012281,2.772493234,,4.355938123,-0.07446
30,29,23.04,8/15/2021 12:04,0.041,5.535710976,0.22696415,6.358134117,12.14773514,2207,22,52.34007857,9.491848546,5.789601023,60.99550572,1.910581771,2.655886594,3.702247523,1.308940074,6.07386757,3.501130793,-0.012281,2.452080873,,4.355938123,-0.07446
40,39,22.99,8/15/2021 12:14,0.041,5.261217073,0.2157099,6.04285952,12.14773514,2207,22,49.74474213,9.491848546,6.10487562,64.31703572,2.010262708,2.655886594,3.386972926,1.21993658,6.07386757,3.501130793,-0.012281,2.168698027,,4.355938123,-0.07446
50,49,22.98,8/15/2021 12:24,0.041,4.602431707,0.1886997,5.286200488,12.14773514,2207,22,43.51593467,9.491848546,6.861534652,72.28870771,2.298008781,2.655886594,2.630313894,0.96710319,6.07386757,3.501130793,-0.012281,1.918065258,,4.355938123,-0.07446
0,0,22.96,8/15/2021 11:33,0.0229,12.79091729,0.292912006,12.41928026,12.41928026,2208,22,100,9.699625137,0,0,1,2.719655123,9.699625137,2.272087239,6.20964013,3.501130793,-0.012281,3.501130793,1.824306415,4.355938123,-0.07446
10,11,22.9981,8/15/2021 11:44,0.0229,8.612275633,0.197221112,8.403276495,12.41928026,2208,22,67.66315212,9.699625137,4.016003765,41.40370074,1.477909274,2.719655123,5.683621372,1.737588595,6.20964013,3.501130793,-0.012281,3.058715327,0.965045103,4.355938123,-0.07446
20,21,23.16,8/15/2021 11:54,0.0229,6.791451747,0.155524245,6.626639608,12.41928026,2208,22,53.3576783,9.699625137,5.792640652,59.7202528,1.874144513,2.719655123,3.906984485,1.362765845,6.20964013,3.501130793,-0.012281,2.705224762,,4.355938123,-0.07446
30,31,23.19,8/15/2021 12:04,0.0229,6.374505284,0.145976171,6.21981143,12.41928026,2208,22,50.08189927,9.699625137,6.19946883,63.91451981,1.996729386,2.719655123,3.500156307,1.252807627,6.20964013,3.501130793,-0.012281,2.392586504,,4.355938123,-0.07446
40,41,23.22,8/15/2021 12:14,0.0229,6.292769083,0.144104412,6.140058769,12.41928026,2208,22,49.43973113,9.699625137,6.279221491,64.73674397,2.022664722,2.719655123,3.420403646,1.229758569,6.20964013,3.501130793,-0.012281,2.116079322,,4.355938123,-0.07446
50,51,23.24,8/15/2021 12:24,0.0229,6.225727031,0.142569149,6.074643665,12.41928026,2208,22,48.91300895,9.699625137,6.344636595,65.41115255,2.044445888,2.719655123,3.354988542,1.210448355,6.20964013,3.501130793,-0.012281,1.871527608,,4.355938123,-0.07446
0,0,23.09,8/15/2021 11:45,0.0236,10.89382034,0.25709416,10.93692393,10.93692393,2209,22,100,8.107992698,0,0,1,2.828931232,8.107992698,2.092850328,5.468461965,3.501130793,-0.012281,3.501130793,1.52754691,4.355938123,-0.07446
