min_start,min_start_real,temp,DateTime_start,bw,mo2,mo2_unscaled,ID,mo2_scaled,mmr,percent_mmr,aas,fas,mo2_recovered,percent_aas,fas_available,rmr,mo2_minus_rmr,ln_mo2_minus_rmr,mmr_50,B_20,B_30,Bebt_20,ln_mo2_minus_Bebt_20,Bebt_30,ln_mo2_minus_Bebt_30,A_20,A_30,beta_20,beta_30,alpha_20,alpha_30,aas_80_mo2,aas_80_time,fas_3_mo2,time_fas_3,time_round
44.5,48.5,16,8/9/2022 11:43,0.0146,4.800594247,0.070088676,A02,4.129434649,7.031163475,58.73045995,4.654133907,2.957962143,2.901728826,62.3473429,1.70269397,2.377029568,1.752405081,0.560989176,3.515581738,2.279078056,1.792847253,,,,,5.32700944,3.966682091,-0.01667,-0.006791,-0.13964,-0.13885,3.307856349,,2.343721158,,50
0,0,16,9/8/2022 10:48,0.0136,12.08004882,0.164288664,A03,10.31156072,10.31156072,100,8.807867254,6.857488546,0,0,1,1.503693466,8.807867254,2.175645328,5.15578036,2.279078056,1.792847253,2.279078056,1.876221505,1.792847253,1.948053565,5.32700944,3.966682091,-0.01667,-0.006791,-0.13964,-0.13885,3.265266917,23,3.437186907,20.3,0
8,8,16,9/8/2022 10:55,0.0136,6.832033676,0.092915658,A03,5.761262857,10.31156072,55.87188025,8.807867254,6.857488546,4.550297863,51.66174434,1.789809105,1.503693466,4.257569391,1.448698432,5.15578036,2.279078056,1.792847253,2.075983464,0.780052102,1.698043999,0.939821847,5.32700944,3.966682091,-0.01667,-0.006791,-0.13964,-0.13885,3.265266917,,3.437186907,,10
4.5,16.5,16,8/9/2022 11:03,0.0136,4.549093676,0.061867674,A03,3.836123426,10.31156072,37.20216105,8.807867254,6.857488546,6.475437294,73.51878846,2.688015889,1.503693466,2.33242996,0.846910625,5.15578036,2.279078056,1.792847253,,,1.602802244,-0.315220853,5.32700944,3.966682091,-0.01667,-0.006791,-0.13964,-0.13885,3.265266917,,3.437186907,,20
14.5,26.5,16,8/9/2022 11:13,0.0136,3.775396765,0.051345396,A03,3.183686466,10.31156072,30.87492333,8.807867254,6.857488546,7.127874254,80.92622253,3.23887444,1.503693466,1.679993,0.518789627,5.15578036,2.279078056,1.792847253,,,,,5.32700944,3.966682091,-0.01667,-0.006791,-0.13964,-0.13885,3.265266917,,3.437186907,,30
24.5,36.5,16,8/9/2022 11:23,0.0136,3.6060075,0.049041702,A03,3.040845238,10.31156072,29.4896701,8.807867254,6.857488546,7.270715482,82.54796845,3.391017929,1.503693466,1.537151772,0.429931205,5.15578036,2.279078056,1.792847253,,,,,5.32700944,3.966682091,-0.01667,-0.006791,-0.13964,-0.13885,3.265266917,,3.437186907,,40
34.5,46.5,16,8/9/2022 11:33,0.0136,3.529706029,0.048004002,A03,2.976502343,10.31156072,28.86568216,8.807867254,6.857488546,7.335058377,83.27848463,3.464321385,1.503693466,1.472808877,0.387171378,5.15578036,2.279078056,1.792847253,,,,,5.32700944,3.966682091,-0.01667,-0.006791,-0.13964,-0.13885,3.265266917,,3.437186907,,50
44.5,56.5,16,8/9/2022 11:43,0.0136,4.590296471,0.062428032,A03,3.870868589,10.31156072,37.53911454,8.807867254,6.857488546,6.440692131,73.12430973,2.663888087,1.503693466,2.367175123,0.861697313,5.15578036,2.279078056,1.792847253,,,,,5.32700944,3.966682091,-0.01667,-0.006791,-0.13964,-0.13885,3.265266917,,3.437186907,,60
0.2,0,25,8/10/2022 10:18,0.0225,12.44978333,0.280120125,H01,12.11336618,12.11336618,100,8.037431051,2.971923202,0,0,1,4.075935129,8.037431051,2.084109511,6.05668309,2.668813522,2.014733644,2.668813522,1.680570432,2.014733644,1.795535233,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.683421339,47.6,4.037788727,,0
8,8,25,8/10/2022 10:26,0.0225,10.226706,0.230100885,H01,9.929415255,12.11336618,81.97073471,8.037431051,2.971923202,2.183950925,27.17225082,1.219947587,4.075935129,5.853480126,1.767036378,6.05668309,2.668813522,2.014733644,2.430988586,1.230368806,1.908197349,1.372520632,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.683421339,,4.037788727,,10
4.5,16.5,25,8/10/2022 0:36,0.0225,8.367721778,0.18827374,H01,8.124471777,12.11336618,67.07030612,8.037431051,2.971923202,3.988894403,49.62897196,1.490972769,4.075935129,4.048536648,1.398355494,6.05668309,2.668813522,2.014733644,,,1.801168282,0.809759917,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.683421339,,4.037788727,,20
14.5,26.5,25,8/10/2022 0:46,0.0225,6.992972222,0.157341875,H01,6.789686245,12.11336618,56.05119292,8.037431051,2.971923202,5.323679935,66.23608839,1.78408335,4.075935129,2.713751116,0.998331853,6.05668309,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.683421339,,4.037788727,,30
24.5,36.5,25,8/10/2022 0:56,0.0225,6.722424444,0.15125455,H01,6.527003302,12.11336618,53.88265496,8.037431051,2.971923202,5.586362878,69.50433344,1.855884794,4.075935129,2.451068173,0.896523919,6.05668309,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.683421339,,4.037788727,,40
34.5,46.5,25,8/10/2022 0:06,0.0225,5.848417556,0.131589395,H01,5.678403827,12.11336618,46.87717472,8.037431051,2.971923202,6.434962353,80.06242681,2.133234365,4.075935129,1.602468698,0.471545376,6.05668309,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.683421339,,4.037788727,,50
44.5,56.5,25,8/10/2022 0:16,0.0225,6.159318222,0.13858466,H01,5.9802666,12.11336618,49.36915562,8.037431051,2.971923202,6.13309958,76.30671468,2.025556215,4.075935129,1.904331471,0.644131013,6.05668309,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.683421339,,4.037788727,,60
54.5,66.5,25,8/10/2022 0:26,0.0225,6.449125333,0.14510532,H01,6.261649007,12.11336618,51.69206408,8.037431051,2.971923202,5.851717173,72.80581489,1.934532927,4.075935129,2.185713878,0.781942493,6.05668309,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.683421339,,4.037788727,,70
0.2,0,25,8/10/2022 10:20,0.0214,9.869948411,0.211216896,H02,9.478902617,9.478902617,100,4.39051137,1.862848621,0,0,1,5.088391247,4.39051137,1.479445705,4.739451309,2.668813522,2.014733644,2.668813522,0.543310925,2.014733644,0.865324848,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.966493521,75.5,3.159634206,,0
8,8,25,8/10/2022 10:26,0.0214,9.663557383,0.206800128,H02,9.251873456,9.478902617,97.60490037,4.39051137,1.862848621,0.227029161,5.17090475,1.024538723,5.088391247,4.163482209,1.426351794,4.739451309,2.668813522,2.014733644,2.430988586,0.549561771,1.908197349,0.813276289,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.966493521,,3.159634206,,10
4.5,16.5,25,8/10/2022 0:36,0.0214,7.887431776,0.16879104,H02,7.55141381,9.478902617,79.66548571,4.39051137,1.862848621,1.927488807,43.90123711,1.255248733,5.088391247,2.463022563,0.90138928,4.739451309,2.668813522,2.014733644,,,1.801168282,-0.412709867,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.966493521,,3.159634206,,20
14.5,26.5,25,8/10/2022 0:46,0.0214,6.547343551,0.140113152,H02,6.268415616,9.478902617,66.13018267,4.39051137,1.862848621,3.210487001,73.12330456,1.512168815,5.088391247,1.180024369,0.16553509,4.739451309,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.966493521,,3.159634206,,30
24.5,36.5,25,8/10/2022 0:56,0.0214,6.247931215,0.133705728,H02,5.981758753,9.478902617,63.10602603,4.39051137,1.862848621,3.497143864,79.65231312,1.584634722,5.088391247,0.893367506,-0.112757242,4.739451309,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.966493521,,3.159634206,,40
34.5,46.5,25,8/10/2022 0:06,0.0214,5.361321869,0.114732288,H02,5.132920468,9.478902617,54.15099907,4.39051137,1.862848621,4.345982149,98.98578509,1.846687997,5.088391247,0.044529221,-3.111609654,4.739451309,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.966493521,,3.159634206,,50
44.5,56.5,25,8/10/2022 0:16,0.0214,5.616161495,0.120185856,H02,5.376903494,9.478902617,56.72495764,4.39051137,1.862848621,4.101999123,93.42873249,1.762892458,5.088391247,0.288512247,-1.243017743,4.739451309,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.966493521,,3.159634206,,60
54.5,66.5,25,8/10/2022 0:26,0.0214,6.027005607,0.12897792,H02,5.770244951,9.478902617,60.87460948,4.39051137,1.862848621,3.708657666,84.469834,1.642721011,5.088391247,0.681853704,-0.382940154,4.739451309,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.966493521,,3.159634206,,70
8,0,25,8/10/2022 10:28,0.0133,10.22867504,0.136041378,H03,8.680733146,8.680733146,100,5.494212093,2.724203921,0,0,1,3.186521053,5.494212093,1.703695191,4.340366573,2.668813522,2.014733644,2.668813522,1.038649442,2.014733644,1.246882412,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.285363472,64.7,2.893577715,,0
4.5,8.5,25,8/10/2022 0:36,0.0133,9.059728195,0.120494385,H03,7.592248693,8.680733146,87.46091563,5.494212093,2.724203921,1.088484453,19.81147496,1.143367861,3.186521053,4.40572764,1.482905431,4.340366573,2.668813522,2.014733644,2.416848696,0.687571135,1.901729053,0.917888889,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.285363472,,2.893577715,,10
14.5,18.5,25,8/10/2022 0:46,0.0133,6.86853812,0.091351557,H03,5.755983893,8.680733146,66.3075779,5.494212093,2.724203921,2.924749253,53.23327901,1.508123252,3.186521053,2.56946284,0.943696865,4.340366573,2.668813522,2.014733644,,,1.776870196,-0.23244588,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.285363472,,2.893577715,,20
24.5,28.5,25,8/10/2022 0:56,0.0133,6.295769774,0.083733738,H03,5.275991598,8.680733146,60.77817979,5.494212093,2.724203921,3.404741548,61.96960529,1.645327326,3.186521053,2.089470545,0.736910706,4.340366573,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.285363472,,2.893577715,,30
34.5,38.5,25,8/10/2022 0:06,0.0133,4.555615263,0.060589683,H03,3.817704382,8.680733146,43.97905473,5.494212093,2.724203921,4.863028764,88.51184996,2.273809671,3.186521053,0.631183329,-0.460158921,4.340366573,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.285363472,,2.893577715,,40
44.5,48.5,25,8/10/2022 0:16,0.0133,5.42491218,0.072151332,H03,4.546194049,8.680733146,52.37108402,5.494212093,2.724203921,4.134539097,75.25262999,1.909450642,3.186521053,1.359672996,0.307244227,4.340366573,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.285363472,,2.893577715,,50
54.5,58.5,25,8/10/2022 0:26,0.0133,6.278602331,0.083505411,H03,5.261604908,8.680733146,60.61244851,5.494212093,2.724203921,3.419128238,62.23145703,1.649826108,3.186521053,2.075083855,0.730001565,4.340366573,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.285363472,,2.893577715,,60
1.43,0,25,8/10/2022 10:36,0.0135,10.98106889,0.14824443,H05,9.355499796,9.355499796,100,6.094933435,2.869286731,0,0,1,3.260566361,6.094933435,1.807457842,4.677749898,2.668813522,2.014733644,2.668813522,1.2314284,2.014733644,1.406145956,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.479553048,60,3.118499932,,0
8,8,25,8/10/2022 10:43,0.0135,9.164767407,0.12372436,H05,7.712438257,9.355499796,82.43747983,6.094933435,2.869286731,1.643061539,26.95782582,1.213040479,3.260566361,4.451871896,1.493324659,4.677749898,2.668813522,2.014733644,2.430988586,0.703534698,1.908197349,0.933609708,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.479553048,,3.118499932,,10
4.5,16.5,25,8/10/2022 10:51,0.0135,7.376219259,0.09957896,H05,6.207319081,9.355499796,66.34941176,6.094933435,2.869286731,3.148180715,51.65242162,1.507172368,3.260566361,2.94675272,1.080703791,4.677749898,2.668813522,2.014733644,,,1.801168282,0.135914933,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.479553048,,3.118499932,,20
14.5,26.5,25,8/10/2022 11:01,0.0135,5.900667037,0.079659005,H05,4.965595762,9.355499796,53.0767556,6.094933435,2.869286731,4.389904034,72.02546313,1.884063916,3.260566361,1.705029401,0.533582355,4.677749898,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.479553048,,3.118499932,,30
24.5,36.5,25,8/10/2022 11:11,0.0135,5.373353704,0.072540275,H05,4.521845108,9.355499796,48.33354933,6.094933435,2.869286731,4.833654688,79.30611121,2.068956272,3.260566361,1.261278747,0.232126085,4.677749898,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.479553048,,3.118499932,,40
34.5,46.5,25,8/10/2022 11:21,0.0135,6.579081852,0.088817605,H05,5.536503035,9.355499796,59.17912625,6.094933435,2.869286731,3.818996761,62.65854749,1.689785003,3.260566361,2.275936674,0.822391693,4.677749898,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.479553048,,3.118499932,,50
44.5,56.5,25,8/10/2022 11:31,0.0135,5.674014815,0.0765992,H05,4.774860832,9.355499796,51.03800904,6.094933435,2.869286731,4.580638964,75.15486449,1.959324078,3.260566361,1.514294471,0.414949635,4.677749898,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.479553048,,3.118499932,,60
54.5,66.5,25,8/10/2022 11:41,0.0135,5.51212037,0.074413625,H05,4.638621596,9.355499796,49.5817615,6.094933435,2.869286731,4.7168782,77.39015119,2.016870659,3.260566361,1.378055235,0.320673255,4.677749898,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.479553048,,3.118499932,,70
0.18,0,25,8/10/2022 10:35,0.0191,10.02252743,0.191430274,H06,9.345047796,9.345047796,100,5.638816754,2.52144232,0,0,1,3.706231042,5.638816754,1.729674248,4.672523898,2.668813522,2.014733644,2.668813522,1.088563041,2.014733644,1.287601321,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.833994393,63.8,3.115015932,,0
8,8,25,8/10/2022 10:43,0.0191,8.78736445,0.167838661,H06,8.149383943,9.345047796,87.20537467,5.638816754,2.52144232,1.195663853,21.20416224,1.146718312,3.706231042,4.443152901,1.491364237,4.672523898,2.668813522,2.014733644,2.430988586,0.699210917,1.908197349,0.930176103,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.833994393,,3.115015932,,10
4.5,16.5,25,8/10/2022 10:51,0.0191,7.340366126,0.140200993,H06,6.807440636,9.345047796,72.84543412,5.638816754,2.52144232,2.53760716,45.00247606,1.372769635,3.706231042,3.101209594,1.131792227,4.672523898,2.668813522,2.014733644,,,1.801168282,0.262396042,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.833994393,,3.115015932,,20
14.5,26.5,25,8/10/2022 11:01,0.0191,6.124757173,0.116982862,H06,5.680087362,9.345047796,60.78179038,5.638816754,2.52144232,3.664960434,64.99520367,1.645229589,3.706231042,1.97385632,0.679989152,4.672523898,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.833994393,,3.115015932,,30
24.5,36.5,25,8/10/2022 11:11,0.0191,5.475128796,0.10457496,H06,5.077623325,9.345047796,54.33491016,5.638816754,2.52144232,4.267424471,75.67943165,1.840437385,3.706231042,1.371392283,0.315826489,4.672523898,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.833994393,,3.115015932,,40
34.5,46.5,25,8/10/2022 11:21,0.0191,5.843396387,0.111608871,H06,5.419153941,9.345047796,57.98957972,5.638816754,2.52144232,3.925893855,69.62265359,1.724447745,3.706231042,1.712922899,0.538201209,4.672523898,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.833994393,,3.115015932,,50
44.5,56.5,25,8/10/2022 11:31,0.0191,5.693482147,0.108745509,H06,5.280123779,9.345047796,56.50183813,5.638816754,2.52144232,4.064924017,72.08824465,1.769853925,3.706231042,1.573892737,0.453552001,4.672523898,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.833994393,,3.115015932,,60
54.5,66.5,25,8/10/2022 11:41,0.0191,5.371926963,0.102603805,H06,4.981914155,9.345047796,53.31074023,5.638816754,2.52144232,4.363133641,77.37675884,1.875794625,3.706231042,1.275683113,0.24348181,4.672523898,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.833994393,,3.115015932,,70
9.07,0,25,8/10/2022 10:44,0.0221,11.18615629,0.247214054,H07,10.83324267,10.83324267,100,6.329235936,2.405245665,0,0,1,4.504006734,6.329235936,1.845179524,5.416621335,2.668813522,2.014733644,2.668813522,1.297578554,2.014733644,1.461981974,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.769853921,58.3,3.61108089,,0
4.5,8.5,25,8/10/2022 10:51,0.0221,10.29133882,0.227438588,H07,9.942108789,10.83324267,91.77407993,6.329235936,2.405245665,0.891133881,14.07964389,1.08963228,4.504006734,5.438102055,1.693430113,5.416621335,2.668813522,2.014733644,2.416848696,1.105671765,1.901729053,1.263101626,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.769853921,,3.61108089,,10
14.5,18.5,25,8/10/2022 11:01,0.0221,7.741015249,0.171076437,H07,7.478328822,10.83324267,69.03130529,6.329235936,2.405245665,3.354913848,53.00661694,1.448618124,4.504006734,2.974322088,1.090016143,5.416621335,2.668813522,2.014733644,,,1.776870196,0.180195875,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.769853921,,3.61108089,,20
24.5,28.5,25,8/10/2022 11:11,0.0221,6.816182941,0.150637643,H07,6.58488011,10.83324267,60.78401739,6.329235936,2.405245665,4.24836256,67.12283446,1.64516931,4.504006734,2.080873376,0.732787698,5.416621335,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.769853921,,3.61108089,,30
34.5,38.5,25,8/10/2022 11:21,0.0221,7.242956471,0.160069338,H07,6.997171352,10.83324267,64.58981455,6.329235936,2.405245665,3.836071318,60.60875842,1.548231725,4.504006734,2.493164618,0.913552834,5.416621335,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.769853921,,3.61108089,,40
44.5,48.5,25,8/10/2022 11:31,0.0221,7.367705656,0.162826295,H07,7.117687253,10.83324267,65.70227833,6.329235936,2.405245665,3.715555417,58.70464389,1.522017235,4.504006734,2.613680519,0.960759389,5.416621335,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.769853921,,3.61108089,,50
54.5,58.5,25,8/10/2022 11:41,0.0221,6.791795882,0.150098689,H07,6.561320611,10.83324267,60.56654327,6.329235936,2.405245665,4.271922059,67.49506737,1.651076561,4.504006734,2.057313877,0.721401189,5.416621335,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.769853921,,3.61108089,,60
8.2,0,25,8/10/2022 10:43,0.0351,9.58954792,0.336593132,H08,10.47402441,10.47402441,100,6.330841348,2.528013909,0,0,1,4.143183062,6.330841348,1.845433142,5.237012205,2.668813522,2.014733644,2.668813522,1.298017045,2.014733644,1.462354002,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.409351332,58.2,3.49134147,,0
4.5,8.5,25,8/10/2022 10:51,0.0351,9.076365499,0.318580429,H08,9.981016338,10.47402441,95.29304063,6.330841348,2.528013909,0.493008072,7.787402099,1.049394576,4.143183062,5.837833276,1.764359714,5.237012205,2.668813522,2.014733644,2.416848696,1.229928398,1.901729053,1.370191458,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.409351332,,3.49134147,,10
14.5,18.5,25,8/10/2022 11:01,0.0351,7.861580199,0.275941465,H08,8.645152117,10.47402441,82.5389724,6.330841348,2.528013909,1.828872293,28.88829766,1.211548885,4.143183062,4.501969055,1.504514869,5.237012205,2.668813522,2.014733644,,,1.776870196,1.002504706,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.409351332,,3.49134147,,20
24.5,28.5,25,8/10/2022 11:11,0.0351,6.791913761,0.238396173,H08,7.468870906,10.47402441,71.30851154,6.330841348,2.528013909,3.005153504,47.46846965,1.402357136,4.143183062,3.325687844,1.201676523,5.237012205,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.409351332,,3.49134147,,30
34.5,38.5,25,8/10/2022 11:21,0.0351,6.711162137,0.235561791,H08,7.380070684,10.47402441,70.46069776,6.330841348,2.528013909,3.093953726,48.87113033,1.419230907,4.143183062,3.236887622,1.174612258,5.237012205,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.409351332,,3.49134147,,40
44.5,48.5,25,8/10/2022 11:31,0.0351,6.584183134,0.231104828,H08,7.240435551,10.47402441,69.1275413,6.330841348,2.528013909,3.233588859,51.07676344,1.446601428,4.143183062,3.097252489,1.130515425,5.237012205,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.409351332,,3.49134147,,50
54.5,58.5,25,8/10/2022 11:41,0.0351,6.023017863,0.211407927,H08,6.623338351,10.47402441,63.23584986,6.330841348,2.528013909,3.850686059,60.82423879,1.581381451,4.143183062,2.480155289,0.908321175,5.237012205,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,5.409351332,,3.49134147,,60
0.17,0,25,8/10/2022 10:50,0.0181,10.29897503,0.186411448,H09,9.469477845,9.469477845,100,6.067982052,2.783915789,0,0,1,3.401495793,6.067982052,1.803026104,4.734738923,2.668813522,2.014733644,2.668813522,1.223530852,2.014733644,1.399518636,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.615092203,60,3.156492615,,0
8,8,25,8/10/2022 10:58,0.0181,8.48023442,0.153492243,H09,7.747019626,9.469477845,81.81042031,6.067982052,2.783915789,1.722458219,28.38601374,1.222338177,3.401495793,4.345523833,1.469146311,4.734738923,2.668813522,2.014733644,2.430988586,0.649474902,1.908197349,0.890901735,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.615092203,,3.156492615,,10
4.5,16.5,25,8/10/2022 11:09,0.0181,6.644389669,0.120263453,H09,6.069904983,9.469477845,64.09967986,6.067982052,2.783915789,3.399572862,56.02476792,1.560070194,3.401495793,2.66840919,0.981482486,4.734738923,2.668813522,2.014733644,,,1.801168282,-0.142438477,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.615092203,,3.156492615,,20
14.5,26.5,25,8/10/2022 11:19,0.0181,6.06740989,0.109820119,H09,5.54281181,9.469477845,58.53344715,6.067982052,2.783915789,3.926666035,64.71123351,1.708424924,3.401495793,2.141316017,0.761420601,4.734738923,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.615092203,,3.156492615,,30
24.5,36.5,25,8/10/2022 11:29,0.0181,6.18257779,0.111904658,H09,5.648022107,9.469477845,59.6444936,6.067982052,2.783915789,3.821455738,62.97737378,1.676600705,3.401495793,2.246526314,0.809385163,4.734738923,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.615092203,,3.156492615,,40
34.5,46.5,25,8/10/2022 11:39,0.0181,6.16433337,0.111574434,H09,5.63135513,9.469477845,59.46848624,6.067982052,2.783915789,3.838122715,63.25204462,1.681562897,3.401495793,2.229859337,0.801938506,4.734738923,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.615092203,,3.156492615,,50
44.5,56.5,25,8/10/2022 11:49,0.0181,5.746992265,0.10402056,H09,5.250098012,9.469477845,55.44231792,6.067982052,2.783915789,4.219379833,69.5351403,1.803676393,3.401495793,1.848602219,0.614429796,4.734738923,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.615092203,,3.156492615,,60
54.5,66.5,25,8/10/2022 11:59,0.0181,5.866721271,0.106187655,H09,5.359475054,9.469477845,56.59736621,6.067982052,2.783915789,4.110002791,67.73261285,1.766866671,3.401495793,1.957979261,0.671912952,4.734738923,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.615092203,,3.156492615,,70
0.98,0,25,8/10/2022 10:51,0.0177,8.027383559,0.142084689,H10,7.338083709,7.338083709,100,3.461479867,1.892915554,0,0,1,3.876603842,3.461479867,1.241696205,3.669041855,2.668813522,2.014733644,2.668813522,-0.232352897,2.014733644,0.369317051,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.568899815,87.6,2.446027903,,0
8,8,25,8/10/2022 10:58,0.0177,7.904569153,0.139910874,H10,7.176084027,7.338083709,97.7923435,3.461479867,1.892915554,0.161999682,4.680070034,1.022574942,3.876603842,3.299480185,1.193764936,3.669041855,2.668813522,2.014733644,2.430988586,-0.140997366,1.908197349,0.330226225,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.568899815,,2.446027903,,10
4.5,16.5,25,8/10/2022 11:09,0.0177,7.020305424,0.124259406,H10,6.373314047,7.338083709,86.85256669,3.461479867,1.892915554,0.964769662,27.87159536,1.151376451,3.876603842,2.496710205,0.914973947,3.669041855,2.668813522,2.014733644,,,1.801168282,-0.363063992,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.568899815,,2.446027903,,20
14.5,26.5,25,8/10/2022 11:19,0.0177,6.841347288,0.121091847,H10,6.210848694,7.338083709,84.63856424,3.461479867,1.892915554,1.127235015,32.56511834,1.181494522,3.876603842,2.334244852,0.847688435,3.669041855,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.568899815,,2.446027903,,30
24.5,36.5,25,8/10/2022 11:29,0.0177,6.13019339,0.108504423,H10,5.565234742,7.338083709,75.84043686,3.461479867,1.892915554,1.772848967,51.21650378,1.318557806,3.876603842,1.6886309,0.523918082,3.669041855,2.668813522,2.014733644,,,,,2.767211128,3.696217502,-0.01667,-0.006791,-0.040661,-0.07369,4.568899815,,2.446027903,,40
