population,min_start,min_start_real,DateTime,bw,mo2,mo2_unscaled,mo2_scaled,mmr,ID,temp,percent_mmr,aas,fas,mo2_recovered,percent_aas,fas_available,rmr,ln_mo2_minus_rmr,B,beta,A,alpha
North Umpqua,44.5,56.5,8/9/2022 11:43,0.0136,4.590296471,0.062428032,3.870868589,10.31156072,A03,16,37.53911454,8.807867254,6.857488546,6.440692131,73.12430973,2.663888087,1.503693466,0.861697313,2.279078056,-0.01667,5.32700944,-0.13964
North Umpqua,0.2,0,8/10/2022 10:18,0.0225,12.44978333,0.280120125,12.11336618,12.11336618,H01,25,100,8.037431051,2.971923202,0,0,1,4.075935129,2.084109511,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,8,8,8/10/2022 10:26,0.0225,10.226706,0.230100885,9.929415255,12.11336618,H01,25,81.97073471,8.037431051,2.971923202,2.183950925,27.17225082,1.219947587,4.075935129,1.767036378,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,4.5,16.5,8/10/2022 0:36,0.0225,8.367721778,0.18827374,8.124471777,12.11336618,H01,25,67.07030612,8.037431051,2.971923202,3.988894403,49.62897196,1.490972769,4.075935129,1.398355494,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,14.5,26.5,8/10/2022 0:46,0.0225,6.992972222,0.157341875,6.789686245,12.11336618,H01,25,56.05119292,8.037431051,2.971923202,5.323679935,66.23608839,1.78408335,4.075935129,0.998331853,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,24.5,36.5,8/10/2022 0:56,0.0225,6.722424444,0.15125455,6.527003302,12.11336618,H01,25,53.88265496,8.037431051,2.971923202,5.586362878,69.50433344,1.855884794,4.075935129,0.896523919,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,34.5,46.5,8/10/2022 0:06,0.0225,5.848417556,0.131589395,5.678403827,12.11336618,H01,25,46.87717472,8.037431051,2.971923202,6.434962353,80.06242681,2.133234365,4.075935129,0.471545376,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,44.5,56.5,8/10/2022 0:16,0.0225,6.159318222,0.13858466,5.9802666,12.11336618,H01,25,49.36915562,8.037431051,2.971923202,6.13309958,76.30671468,2.025556215,4.075935129,0.644131013,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,54.5,66.5,8/10/2022 0:26,0.0225,6.449125333,0.14510532,6.261649007,12.11336618,H01,25,51.69206408,8.037431051,2.971923202,5.851717173,72.80581489,1.934532927,4.075935129,0.781942493,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,0.2,0,8/10/2022 10:20,0.0214,9.869948411,0.211216896,9.478902617,9.478902617,H02,25,100,4.39051137,1.862848621,0,0,1,5.088391247,1.479445705,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,8,8,8/10/2022 10:26,0.0214,9.663557383,0.206800128,9.251873456,9.478902617,H02,25,97.60490037,4.39051137,1.862848621,0.227029161,5.17090475,1.024538723,5.088391247,1.426351794,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,4.5,16.5,8/10/2022 0:36,0.0214,7.887431776,0.16879104,7.55141381,9.478902617,H02,25,79.66548571,4.39051137,1.862848621,1.927488807,43.90123711,1.255248733,5.088391247,0.90138928,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,14.5,26.5,8/10/2022 0:46,0.0214,6.547343551,0.140113152,6.268415616,9.478902617,H02,25,66.13018267,4.39051137,1.862848621,3.210487001,73.12330456,1.512168815,5.088391247,0.16553509,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,24.5,36.5,8/10/2022 0:56,0.0214,6.247931215,0.133705728,5.981758753,9.478902617,H02,25,63.10602603,4.39051137,1.862848621,3.497143864,79.65231312,1.584634722,5.088391247,-0.112757242,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,34.5,46.5,8/10/2022 0:06,0.0214,5.361321869,0.114732288,5.132920468,9.478902617,H02,25,54.15099907,4.39051137,1.862848621,4.345982149,98.98578509,1.846687997,5.088391247,-3.111609654,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,44.5,56.5,8/10/2022 0:16,0.0214,5.616161495,0.120185856,5.376903494,9.478902617,H02,25,56.72495764,4.39051137,1.862848621,4.101999123,93.42873249,1.762892458,5.088391247,-1.243017743,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,54.5,66.5,8/10/2022 0:26,0.0214,6.027005607,0.12897792,5.770244951,9.478902617,H02,25,60.87460948,4.39051137,1.862848621,3.708657666,84.469834,1.642721011,5.088391247,-0.382940154,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,8,0,8/10/2022 10:28,0.0133,10.22867504,0.136041378,8.680733146,8.680733146,H03,25,100,5.494212093,2.724203921,0,0,1,3.186521053,1.703695191,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,4.5,8.5,8/10/2022 0:36,0.0133,9.059728195,0.120494385,7.592248693,8.680733146,H03,25,87.46091563,5.494212093,2.724203921,1.088484453,19.81147496,1.143367861,3.186521053,1.482905431,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,14.5,18.5,8/10/2022 0:46,0.0133,6.86853812,0.091351557,5.755983893,8.680733146,H03,25,66.3075779,5.494212093,2.724203921,2.924749253,53.23327901,1.508123252,3.186521053,0.943696865,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,24.5,28.5,8/10/2022 0:56,0.0133,6.295769774,0.083733738,5.275991598,8.680733146,H03,25,60.77817979,5.494212093,2.724203921,3.404741548,61.96960529,1.645327326,3.186521053,0.736910706,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,34.5,38.5,8/10/2022 0:06,0.0133,4.555615263,0.060589683,3.817704382,8.680733146,H03,25,43.97905473,5.494212093,2.724203921,4.863028764,88.51184996,2.273809671,3.186521053,-0.460158921,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,44.5,48.5,8/10/2022 0:16,0.0133,5.42491218,0.072151332,4.546194049,8.680733146,H03,25,52.37108402,5.494212093,2.724203921,4.134539097,75.25262999,1.909450642,3.186521053,0.307244227,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,54.5,58.5,8/10/2022 0:26,0.0133,6.278602331,0.083505411,5.261604908,8.680733146,H03,25,60.61244851,5.494212093,2.724203921,3.419128238,62.23145703,1.649826108,3.186521053,0.730001565,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,1.4,0,8/10/2022 10:36,0.0135,10.98106889,0.14824443,9.355499796,9.355499796,H05,25,100,6.094933435,2.869286731,0,0,1,3.260566361,1.807457842,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,8,8,8/10/2022 10:43,0.0135,9.164767407,0.12372436,7.712438257,9.355499796,H05,25,82.43747983,6.094933435,2.869286731,1.643061539,26.95782582,1.213040479,3.260566361,1.493324659,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,4.5,16.5,8/10/2022 10:51,0.0135,7.376219259,0.09957896,6.207319081,9.355499796,H05,25,66.34941176,6.094933435,2.869286731,3.148180715,51.65242162,1.507172368,3.260566361,1.080703791,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,14.5,26.5,8/10/2022 11:01,0.0135,5.900667037,0.079659005,4.965595762,9.355499796,H05,25,53.0767556,6.094933435,2.869286731,4.389904034,72.02546313,1.884063916,3.260566361,0.533582355,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,24.5,36.5,8/10/2022 11:11,0.0135,5.373353704,0.072540275,4.521845108,9.355499796,H05,25,48.33354933,6.094933435,2.869286731,4.833654688,79.30611121,2.068956272,3.260566361,0.232126085,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,34.5,46.5,8/10/2022 11:21,0.0135,6.579081852,0.088817605,5.536503035,9.355499796,H05,25,59.17912625,6.094933435,2.869286731,3.818996761,62.65854749,1.689785003,3.260566361,0.822391693,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,44.5,56.5,8/10/2022 11:31,0.0135,5.674014815,0.0765992,4.774860832,9.355499796,H05,25,51.03800904,6.094933435,2.869286731,4.580638964,75.15486449,1.959324078,3.260566361,0.414949635,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,54.5,66.5,8/10/2022 11:41,0.0135,5.51212037,0.074413625,4.638621596,9.355499796,H05,25,49.5817615,6.094933435,2.869286731,4.7168782,77.39015119,2.016870659,3.260566361,0.320673255,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,0.2,0,8/10/2022 10:35,0.0191,10.02252743,0.191430274,9.345047796,9.345047796,H06,25,100,5.638816754,2.52144232,0,0,1,3.706231042,1.729674248,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,8,8,8/10/2022 10:43,0.0191,8.78736445,0.167838661,8.149383943,9.345047796,H06,25,87.20537467,5.638816754,2.52144232,1.195663853,21.20416224,1.146718312,3.706231042,1.491364237,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,4.5,16.5,8/10/2022 10:51,0.0191,7.340366126,0.140200993,6.807440636,9.345047796,H06,25,72.84543412,5.638816754,2.52144232,2.53760716,45.00247606,1.372769635,3.706231042,1.131792227,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,14.5,26.5,8/10/2022 11:01,0.0191,6.124757173,0.116982862,5.680087362,9.345047796,H06,25,60.78179038,5.638816754,2.52144232,3.664960434,64.99520367,1.645229589,3.706231042,0.679989152,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,24.5,36.5,8/10/2022 11:11,0.0191,5.475128796,0.10457496,5.077623325,9.345047796,H06,25,54.33491016,5.638816754,2.52144232,4.267424471,75.67943165,1.840437385,3.706231042,0.315826489,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,34.5,46.5,8/10/2022 11:21,0.0191,5.843396387,0.111608871,5.419153941,9.345047796,H06,25,57.98957972,5.638816754,2.52144232,3.925893855,69.62265359,1.724447745,3.706231042,0.538201209,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,44.5,56.5,8/10/2022 11:31,0.0191,5.693482147,0.108745509,5.280123779,9.345047796,H06,25,56.50183813,5.638816754,2.52144232,4.064924017,72.08824465,1.769853925,3.706231042,0.453552001,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,54.5,66.5,8/10/2022 11:41,0.0191,5.371926963,0.102603805,4.981914155,9.345047796,H06,25,53.31074023,5.638816754,2.52144232,4.363133641,77.37675884,1.875794625,3.706231042,0.24348181,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,9.1,0,8/10/2022 10:44,0.0221,11.18615629,0.247214054,10.83324267,10.83324267,H07,25,100,6.329235936,2.405245665,0,0,1,4.504006734,1.845179524,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,4.5,8.5,8/10/2022 10:51,0.0221,10.29133882,0.227438588,9.942108789,10.83324267,H07,25,91.77407993,6.329235936,2.405245665,0.891133881,14.07964389,1.08963228,4.504006734,1.693430113,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,14.5,18.5,8/10/2022 11:01,0.0221,7.741015249,0.171076437,7.478328822,10.83324267,H07,25,69.03130529,6.329235936,2.405245665,3.354913848,53.00661694,1.448618124,4.504006734,1.090016143,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,24.5,28.5,8/10/2022 11:11,0.0221,6.816182941,0.150637643,6.58488011,10.83324267,H07,25,60.78401739,6.329235936,2.405245665,4.24836256,67.12283446,1.64516931,4.504006734,0.732787698,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,34.5,38.5,8/10/2022 11:21,0.0221,7.242956471,0.160069338,6.997171352,10.83324267,H07,25,64.58981455,6.329235936,2.405245665,3.836071318,60.60875842,1.548231725,4.504006734,0.913552834,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,44.5,48.5,8/10/2022 11:31,0.0221,7.367705656,0.162826295,7.117687253,10.83324267,H07,25,65.70227833,6.329235936,2.405245665,3.715555417,58.70464389,1.522017235,4.504006734,0.960759389,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,54.5,58.5,8/10/2022 11:41,0.0221,6.791795882,0.150098689,6.561320611,10.83324267,H07,25,60.56654327,6.329235936,2.405245665,4.271922059,67.49506737,1.651076561,4.504006734,0.721401189,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,8.2,0,8/10/2022 10:43,0.0351,9.58954792,0.336593132,10.47402441,10.47402441,H08,25,100,6.330841348,2.528013909,0,0,1,4.143183062,1.845433142,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,4.5,8.5,8/10/2022 10:51,0.0351,9.076365499,0.318580429,9.981016338,10.47402441,H08,25,95.29304063,6.330841348,2.528013909,0.493008072,7.787402099,1.049394576,4.143183062,1.764359714,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,14.5,18.5,8/10/2022 11:01,0.0351,7.861580199,0.275941465,8.645152117,10.47402441,H08,25,82.5389724,6.330841348,2.528013909,1.828872293,28.88829766,1.211548885,4.143183062,1.504514869,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,24.5,28.5,8/10/2022 11:11,0.0351,6.791913761,0.238396173,7.468870906,10.47402441,H08,25,71.30851154,6.330841348,2.528013909,3.005153504,47.46846965,1.402357136,4.143183062,1.201676523,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,34.5,38.5,8/10/2022 11:21,0.0351,6.711162137,0.235561791,7.380070684,10.47402441,H08,25,70.46069776,6.330841348,2.528013909,3.093953726,48.87113033,1.419230907,4.143183062,1.174612258,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,44.5,48.5,8/10/2022 11:31,0.0351,6.584183134,0.231104828,7.240435551,10.47402441,H08,25,69.1275413,6.330841348,2.528013909,3.233588859,51.07676344,1.446601428,4.143183062,1.130515425,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,54.5,58.5,8/10/2022 11:41,0.0351,6.023017863,0.211407927,6.623338351,10.47402441,H08,25,63.23584986,6.330841348,2.528013909,3.850686059,60.82423879,1.581381451,4.143183062,0.908321175,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,0.2,0,8/10/2022 10:50,0.0181,10.29897503,0.186411448,9.469477845,9.469477845,H09,25,100,6.067982052,2.783915789,0,0,1,3.401495793,1.803026104,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,8,8,8/10/2022 10:58,0.0181,8.48023442,0.153492243,7.747019626,9.469477845,H09,25,81.81042031,6.067982052,2.783915789,1.722458219,28.38601374,1.222338177,3.401495793,1.469146311,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,4.5,16.5,8/10/2022 11:09,0.0181,6.644389669,0.120263453,6.069904983,9.469477845,H09,25,64.09967986,6.067982052,2.783915789,3.399572862,56.02476792,1.560070194,3.401495793,0.981482486,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,14.5,26.5,8/10/2022 11:19,0.0181,6.06740989,0.109820119,5.54281181,9.469477845,H09,25,58.53344715,6.067982052,2.783915789,3.926666035,64.71123351,1.708424924,3.401495793,0.761420601,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,24.5,36.5,8/10/2022 11:29,0.0181,6.18257779,0.111904658,5.648022107,9.469477845,H09,25,59.6444936,6.067982052,2.783915789,3.821455738,62.97737378,1.676600705,3.401495793,0.809385163,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,34.5,46.5,8/10/2022 11:39,0.0181,6.16433337,0.111574434,5.63135513,9.469477845,H09,25,59.46848624,6.067982052,2.783915789,3.838122715,63.25204462,1.681562897,3.401495793,0.801938506,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,44.5,56.5,8/10/2022 11:49,0.0181,5.746992265,0.10402056,5.250098012,9.469477845,H09,25,55.44231792,6.067982052,2.783915789,4.219379833,69.5351403,1.803676393,3.401495793,0.614429796,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,54.5,66.5,8/10/2022 11:59,0.0181,5.866721271,0.106187655,5.359475054,9.469477845,H09,25,56.59736621,6.067982052,2.783915789,4.110002791,67.73261285,1.766866671,3.401495793,0.671912952,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,1,0,8/10/2022 10:51,0.0177,8.027383559,0.142084689,7.338083709,7.338083709,H10,25,100,3.461479867,1.892915554,0,0,1,3.876603842,1.241696205,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,8,8,8/10/2022 10:58,0.0177,7.904569153,0.139910874,7.176084027,7.338083709,H10,25,97.7923435,3.461479867,1.892915554,0.161999682,4.680070034,1.022574942,3.876603842,1.193764936,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,4.5,16.5,8/10/2022 11:09,0.0177,7.020305424,0.124259406,6.373314047,7.338083709,H10,25,86.85256669,3.461479867,1.892915554,0.964769662,27.87159536,1.151376451,3.876603842,0.914973947,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,14.5,26.5,8/10/2022 11:19,0.0177,6.841347288,0.121091847,6.210848694,7.338083709,H10,25,84.63856424,3.461479867,1.892915554,1.127235015,32.56511834,1.181494522,3.876603842,0.847688435,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,24.5,36.5,8/10/2022 11:29,0.0177,6.13019339,0.108504423,5.565234742,7.338083709,H10,25,75.84043686,3.461479867,1.892915554,1.772848967,51.21650378,1.318557806,3.876603842,0.523918082,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,34.5,46.5,8/10/2022 11:39,0.0177,6.166452881,0.109146216,5.598152559,7.338083709,H10,25,76.28902559,3.461479867,1.892915554,1.73993115,50.26552853,1.310804526,3.876603842,0.543224303,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,44.5,56.5,8/10/2022 11:49,0.0177,4.685662034,0.082936218,4.253831402,7.338083709,H10,25,57.96924061,3.461479867,1.892915554,3.084252307,89.10213046,1.725052785,3.876603842,-0.974906666,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,9.4,0,8/10/2022 11:00,0.0131,10.52651679,0.13789737,8.898377422,8.898377422,H11,25,100,5.293483332,2.46841577,0,0,1,3.60489409,1.666476504,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,4.5,8.5,8/10/2022 11:09,0.0131,7.640060153,0.100084788,6.375430831,8.898377422,H11,25,71.64711641,5.293483332,2.46841577,2.522946591,47.66136838,1.395729584,3.60489409,1.019041071,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,14.5,18.5,8/10/2022 11:19,0.0131,6.85573145,0.089810082,5.720928996,8.898377422,H11,25,64.29182225,5.293483332,2.46841577,3.177448426,60.02566225,1.555407772,3.60489409,0.74954401,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,24.5,28.5,8/10/2022 11:29,0.0131,6.490558168,0.085026312,5.41620142,8.898377422,H11,25,60.86729258,5.293483332,2.46841577,3.482176002,65.78231731,1.642918483,3.60489409,0.594048866,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,34.5,38.5,8/10/2022 11:39,0.0131,6.158726794,0.080679321,5.139296798,8.898377422,H11,25,57.75543736,5.293483332,2.46841577,3.759080624,71.0133647,1.731438711,3.60489409,0.42814119,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,44.5,48.5,8/10/2022 11:49,0.0131,5.485537786,0.071860545,4.577538138,8.898377422,H11,25,51.44239136,5.293483332,2.46841577,4.320839284,81.62563312,1.943922072,3.60489409,-0.027737093,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,54.5,58.5,8/10/2022 11:59,0.0131,5.850711069,0.076644315,4.882265713,8.898377422,H11,25,54.86692103,5.293483332,2.46841577,4.016111709,75.86897808,1.822591793,3.60489409,0.244804547,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,8.1,0,8/10/2022 10:58,0.0152,10.23287461,0.155539694,8.991094926,8.991094926,H12,25,100,5.591339754,2.644630119,0,0,1,3.399755172,1.721218928,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,4.5,8.5,8/10/2022 11:09,0.0152,7.481073947,0.113712324,6.508140945,8.991094926,H12,25,72.38429801,5.591339754,2.644630119,2.482953981,44.40713836,1.38151509,3.399755172,1.134103547,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,14.5,18.5,8/10/2022 11:19,0.0152,6.702648947,0.101880264,5.830952128,8.991094926,H12,25,64.85252549,5.591339754,2.644630119,3.160142798,56.51852574,1.541959997,3.399755172,0.888383711,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,24.5,28.5,8/10/2022 11:29,0.0152,6.211012105,0.094407384,5.403253928,8.991094926,H12,25,60.09561653,5.591339754,2.644630119,3.587840998,64.16782302,1.664014878,3.399755172,0.69489503,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,34.5,38.5,8/10/2022 11:39,0.0152,5.719375263,0.086934504,4.975555728,8.991094926,H12,25,55.33870757,5.591339754,2.644630119,4.015539198,71.81712031,1.807053406,3.399755172,0.454763433,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,44.5,48.5,8/10/2022 11:49,0.0152,5.054299868,0.076825358,4.396975107,8.991094926,H12,25,48.90366683,5.591339754,2.644630119,4.594119819,82.1649197,2.04483644,3.399755172,-0.002783937,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,54.5,58.5,8/10/2022 11:59,0.0152,4.781168289,0.072673758,4.159364996,8.991094926,H12,25,46.26093964,5.591339754,2.644630119,4.83172993,86.4145293,2.161650861,3.399755172,-0.274950367,2.668813522,-0.01667,2.767211128,-0.040661
North Umpqua,8,0,8/11/2022 12:12,0.0421,9.22765019,0.388484073,10.56671673,10.56671673,I01,22,100,7.140449335,3.084031546,0,0,1,3.426267395,1.965775706,3.725425226,-0.01667,2.959765375,-0.04068
North Umpqua,4.5,8.5,11/8/2022 12:20,0.0421,8.112972185,0.341556129,9.387625834,10.56671673,I01,22,88.84146393,7.140449335,3.084031546,1.179090896,16.51283891,1.125600542,3.426267395,1.785298381,3.725425226,-0.01667,2.959765375,-0.04068
North Umpqua,14.5,18.5,11/8/2022 12:30,0.0421,6.382696746,0.268711533,7.385501576,10.56671673,I01,22,69.89400552,7.140449335,3.084031546,3.181215154,44.55203034,1.430737861,3.426267395,1.376050618,3.725425226,-0.01667,2.959765375,-0.04068
North Umpqua,24.5,28.5,11/8/2022 12:40,0.0421,5.745252399,0.241875126,6.647906416,10.56671673,I01,22,62.91364276,7.140449335,3.084031546,3.918810314,54.88184469,1.589480367,3.426267395,1.169890243,3.725425226,-0.01667,2.959765375,-0.04068
North Umpqua,34.5,38.5,11/8/2022 12:50,0.0421,5.313169026,0.223684416,6.147937115,10.56671673,I01,22,58.1820945,7.140449335,3.084031546,4.418779615,61.8837752,1.718741837,3.426267395,1.00124556,3.725425226,-0.01667,2.959765375,-0.04068
North Umpqua,44.5,48.5,11/8/2022 13:00,0.0421,5.167522945,0.217552716,5.979408137,10.56671673,I01,22,56.5871906,7.140449335,3.084031546,4.587308593,64.2439765,1.767184391,3.426267395,0.937324265,3.725425226,-0.01667,2.959765375,-0.04068
North Umpqua,54.5,58.5,11/8/2022 13:10,0.0421,5.127713017,0.215876718,5.93334355,10.56671673,I01,22,56.1512502,7.140449335,3.084031546,4.63337318,64.88909819,1.780904247,3.426267395,0.919117196,3.725425226,-0.01667,2.959765375,-0.04068
North Umpqua,8.2,0,8/11/2022 12:12,0.0165,10.62680364,0.17534226,9.538587741,9.538587741,I02,22,100,6.474835528,3.113367883,0,0,1,3.063752213,1.867923206,3.725425226,-0.01667,2.959765375,-0.04068
North Umpqua,4.5,8.5,11/8/2022 12:20,0.0165,10.14685909,0.167423175,9.032415999,9.538587741,I02,22,94.69343098,6.474835528,3.113367883,0.506171742,7.817522774,1.056039463,3.063752213,1.786523081,3.725425226,-0.01667,2.959765375,-0.04068
North Umpqua,14.5,18.5,11/8/2022 12:30,0.0165,7.783667576,0.128430515,6.928776965,9.538587741,I02,22,72.63944258,6.474835528,3.113367883,2.609810776,40.30698177,1.376662547,3.063752213,1.351968086,3.725425226,-0.01667,2.959765375,-0.04068
North Umpqua,24.5,28.5,11/8/2022 12:40,0.0165,7.046744848,0.11627129,6.272791446,9.538587741,I02,22,65.76226603,6.474835528,3.113367883,3.265796295,50.4382896,1.520628866,3.063752213,1.165971588,3.725425226,-0.01667,2.959765375,-0.04068
North Umpqua,34.5,38.5,11/8/2022 12:50,0.0165,7.090834242,0.116998765,6.312038443,9.538587741,I02,22,66.17372104,6.474835528,3.113367883,3.226549298,49.83214298,1.511173898,3.063752213,1.178127543,3.725425226,-0.01667,2.959765375,-0.04068
North Umpqua,44.5,48.5,11/8/2022 13:00,0.0165,6.840154545,0.11286255,6.088891232,9.538587741,I02,22,63.83430543,6.474835528,3.113367883,3.449696509,53.27851949,1.566555778,3.063752213,1.106957047,3.725425226,-0.01667,2.959765375,-0.04068
North Umpqua,54.5,58.5,11/8/2022 13:10,0.0165,6.515152727,0.10750002,5.799584798,9.538587741,I02,22,60.80129423,6.474835528,3.113367883,3.739002943,57.74668603,1.644701832,3.063752213,1.006435808,3.725425226,-0.01667,2.959765375,-0.04068
North Umpqua,0.7,0,8/11/2022 12:04,0.0321,13.17953869,0.423063192,14.06459127,14.06459127,I03,22,100,10.78990833,4.294947488,0,0,1,3.274682941,2.378611283,3.725425226,-0.01667,2.959765375,-0.04068
North Umpqua,8,8,8/11/2022 12:12,0.0321,8.661407259,0.278031173,9.289378659,14.06459127,I03,22,66.04798165,10.78990833,4.294947488,4.775212611,44.25628528,1.514050809,3.274682941,1.794205761,3.725425226,-0.01667,2.959765375,-0.04068
North Umpqua,4.5,16.5,11/8/2022 12:20,0.0321,6.579516885,0.211202492,7.056546576,14.06459127,I03,22,50.17242551,10.78990833,4.294947488,7.008044694,64.9499929,1.993126683,3.274682941,1.330216913,3.725425226,-0.01667,2.959765375,-0.04068
North Umpqua,14.5,26.5,11/8/2022 12:30,0.0321,5.405610093,0.173520084,5.797528917,14.06459127,I03,22,41.22074227,10.78990833,4.294947488,8.267062353,76.61846701,2.425963108,3.274682941,0.92538762,3.725425226,-0.01667,2.959765375,-0.04068
North Umpqua,24.5,36.5,11/8/2022 12:40,0.0321,5.133919875,0.164798828,5.50614055,14.06459127,I03,22,39.14895532,10.78990833,4.294947488,8.55845072,79.31903089,2.554346578,3.274682941,0.802655008,3.725425226,-0.01667,2.959765375,-0.04068
North Umpqua,34.5,46.5,11/8/2022 12:50,0.0321,5.248619283,0.168480679,5.629155922,14.06459127,I03,22,40.02360122,10.78990833,4.294947488,8.435435348,78.17893434,2.498525794,3.274682941,0.856316915,3.725425226,-0.01667,2.959765375,-0.04068
North Umpqua,44.5,56.5,11/8/2022 13:00,0.0321,5.752271433,0.184647913,6.169323979,14.06459127,I03,22,43.86422515,10.78990833,4.294947488,7.895267291,73.17270036,2.279762145,3.274682941,1.06286111,3.725425226,-0.01667,2.959765375,-0.04068
North Umpqua,9.2,0,8/11/2022 11:57,0.0342,10.64144094,0.36393728,11.54470458,11.54470458,I05,22,100,8.657457668,3.998516556,0,0,1,2.887246912,2.158421108,3.725425226,-0.01667,2.959765375,-0.04068
North Umpqua,4.5,8.5,8/11/2022 12:05,0.0342,9.544757895,0.32643072,10.42003132,11.54470458,I05,22,90.25810268,8.657457668,3.998516556,1.12467326,12.99080288,1.10793377,2.887246912,2.019264749,3.725425226,-0.01667,2.959765375,-0.04068
North Umpqua,14.5,18.5,8/11/2022 12:15,0.0342,6.787383392,0.232128512,7.409800046,11.54470458,I05,22,64.18353968,8.657457668,3.998516556,4.134904534,47.76118686,1.558031864,2.887246912,1.509076687,3.725425226,-0.01667,2.959765375,-0.04068
