population,min_start,min_start_real,DateTime,bw,mo2,mo2_unscaled,mo2_scaled,mmr,ID,temp,percent_mmr,aas,fas,mo2_recovered,percent_aas,fas_available,rmr,ln_mo2_minus_rmr,B,beta,A,alpha
Lower Deschutes,14.5,35,7/26/2022 9:48,0.0372,4.686046452,0.174320928,5.237637171,11.088343,A08,19,0.472355263,9.826944939,4.12659727,5.850705832,59.53738287,2.117050616,2.687042683,0.936326465,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,24.5,45,7/26/2022 9:58,0.0372,4.500171022,0.167406362,5.029882495,11.088343,A08,19,0.453618949,9.826944939,4.12659727,6.058460508,61.65151577,2.204493447,2.687042683,0.851363788,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,34.5,55,7/26/2022 10:08,0.0372,4.791945806,0.178260384,5.356001853,11.088343,A08,19,0.483029958,9.826944939,4.12659727,5.732341151,58.33289172,2.070264967,2.687042683,0.981688572,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,1.8,0,7/26/2022 9:22,0.0442,10.28397439,0.454551668,11.9263177,11.9263177,A09,19,1,9.552969564,4.894289216,0,0,1,2.436782375,2.250189647,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,10,8,7/26/2022 9:30,0.0442,6.732116652,0.297559556,7.896718663,11.9263177,A09,19,0.662125466,9.552969564,4.894289216,4.029599038,42.18163798,1.51028778,2.436782375,1.697437121,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,19,17,7/26/2022 9:39,0.0442,4.721057014,0.20867072,5.537761889,11.9263177,A09,19,0.46433124,9.552969564,4.894289216,6.388555812,66.87507763,2.153634977,2.436782375,1.131718034,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,4.5,28,7/26/2022 9:50,0.0442,4.728433665,0.208996768,5.546414642,11.9263177,A09,19,0.465056758,9.552969564,4.894289216,6.379903059,66.78450105,2.150275172,2.436782375,1.134504477,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,13.5,37,7/26/2022 9:59,0.0442,4.461491086,0.197197906,5.233293145,11.9263177,A09,19,0.438802091,9.552969564,4.894289216,6.693024556,70.06224098,2.278931711,2.436782375,1.028372487,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,22.5,47,7/26/2022 10:09,0.0442,4.577673348,0.202333162,5.369574004,11.9263177,A09,19,0.450228993,9.552969564,4.894289216,6.556743697,68.63565987,2.22109197,2.436782375,1.075954744,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,31.5,57,7/26/2022 10:19,0.0442,5.502982081,0.243231808,6.454953702,11.9263177,A09,19,0.541236102,9.552969564,4.894289216,5.471363999,57.27396034,1.847622501,2.436782375,1.390826905,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,3.7,0,7/26/2022 9:24,0.0239,13.39592264,0.320162551,13.24011273,13.24011273,A10,19,1,9.446313969,4.137783946,0,0,1,3.199807651,2.3066075,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,10,6,7/26/2022 9:30,0.0239,7.22435,0.172661965,7.133899519,13.24011273,A10,19,0.538809576,9.446313969,4.137783946,6.106213208,64.64122649,1.85594326,3.199807651,1.369680072,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,19,15,7/26/2022 9:39,0.0239,5.21293205,0.124589076,5.147664973,13.24011273,A10,19,0.388793138,9.446313969,4.137783946,8.092447754,85.66778302,2.572061857,3.199807651,0.666729959,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,4.5,26,7/26/2022 9:50,0.0239,5.341614435,0.127664585,5.274736226,13.24011273,A10,19,0.398390583,9.446313969,4.137783946,7.965376502,84.32258898,2.510099494,3.199807651,0.729926731,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,13.5,35,7/26/2022 9:59,0.0239,4.976294644,0.118933442,4.91399032,13.24011273,A10,19,0.371144145,9.446313969,4.137783946,8.326122407,88.14149555,2.694370943,3.199807651,0.538936389,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,22.5,45,7/26/2022 10:09,0.0239,5.048840418,0.120667286,4.985627805,13.24011273,A10,19,0.376554785,9.446313969,4.137783946,8.254484922,87.38313113,2.655656067,3.199807651,0.57987778,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,31.5,55,7/26/2022 10:19,0.0239,8.526719372,0.203788593,8.419962935,13.24011273,A10,19,0.635943448,9.446313969,4.137783946,4.820149792,51.02677941,1.572466866,3.199807651,1.652527149,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,0.5,0,7/27/2022 10:28,0.0199,15.9619203,0.317642214,15.04258713,15.04258713,H01,26,1,9.101875847,2.532118869,0,0,1,5.940711281,2.20848053,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,8,8,7/27/2022 10:36,0.0199,12.53364784,0.249419592,11.75799164,15.04258713,H01,26,0.781646903,9.101875847,2.532118869,3.284595489,36.08701705,1.279350045,5.940711281,1.76083286,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,16,16,7/27/2022 10:44,0.0199,9.99514809,0.198903447,9.376589257,15.04258713,H01,26,0.623336211,9.101875847,2.532118869,5.665997871,62.25088066,1.60427067,5.940711281,1.23427249,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,4.5,24.5,7/27/2022 10:52,0.0199,8.50527196,0.169254912,7.978915466,15.04258713,H01,26,0.530421755,9.101875847,2.532118869,7.063671662,77.60676789,1.885292205,5.940711281,0.712069119,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,12.5,32.5,7/27/2022 11:00,0.0199,9.777117437,0.194564637,9.172051629,15.04258713,H01,26,0.609738973,9.101875847,2.532118869,5.870535499,64.49808367,1.640046059,5.940711281,1.17289702,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,20.5,40.5,7/27/2022 11:08,0.0199,9.489524623,0.18884154,8.902256758,15.04258713,H01,26,0.59180357,9.101875847,2.532118869,6.14033037,67.46225144,1.689749862,5.940711281,1.085711253,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,4.5,50.5,7/27/2022 11:16,0.0199,9.634878392,0.19173408,9.038615176,15.04258713,H01,26,0.600868394,9.101875847,2.532118869,6.003971951,65.96411611,1.664257946,5.940711281,1.13072572,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,14.5,60.5,7/27/2022 11:26,0.0199,9.327558995,0.185618424,8.75031452,15.04258713,H01,26,0.581702765,9.101875847,2.532118869,6.292272608,69.13160225,1.719091022,5.940711281,1.033043277,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,1.5,0,7/27/2022 10:29,0.0138,14.33765826,0.197859684,12.28520435,12.28520435,H02,26,1,8.548351781,3.287580689,0,0,1,3.736852571,2.14573849,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,8,8,7/27/2022 10:36,0.0138,10.33361043,0.142603824,8.749737558,12.28520435,H02,26,0.712217502,8.548351781,3.287580689,3.535466794,41.35846166,1.404065467,3.736852571,1.612011595,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,16,16,7/27/2022 10:44,0.0138,8.074452754,0.111427448,6.836849808,12.28520435,H02,26,0.556510874,8.548351781,3.287580689,5.448354544,63.73573156,1.796910082,3.736852571,1.13140122,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,4.5,24.5,7/27/2022 10:52,0.0138,6.587450435,0.090906816,5.577766149,12.28520435,H02,26,0.454023066,8.548351781,3.287580689,6.707438203,78.46469559,2.202531268,3.736852571,0.610261958,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,12.5,32.5,7/27/2022 11:00,0.0138,6.91621971,0.095443832,5.856143672,12.28520435,H02,26,0.476682642,8.548351781,3.287580689,6.42906068,75.20819036,2.097831788,3.736852571,0.751081646,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,20.5,40.5,7/27/2022 11:08,0.0138,6.412508986,0.088492624,5.42963866,12.28520435,H02,26,0.441965677,8.548351781,3.287580689,6.855565693,80.19751489,2.262619139,3.736852571,0.526375745,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,4.5,50.5,7/27/2022 11:16,0.0138,6.367265507,0.087868264,5.391329826,12.28520435,H02,26,0.438847387,8.548351781,3.287580689,6.893874526,80.64565781,2.27869649,3.736852571,0.503485101,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,14.5,60.5,7/27/2022 11:26,0.0138,6.279794783,0.086661168,5.317266082,12.28520435,H02,26,0.432818692,8.548351781,3.287580689,6.967938271,81.51206746,2.310436258,3.736852571,0.457686529,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,8.5,0,7/27/2022 10:36,0.0115,17.53229348,0.201621375,14.32701673,14.32701673,H03,26,1,9.840455043,3.193317672,0,0,1,4.486561689,2.286501954,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,16,8,7/27/2022 10:44,0.0115,12.12176087,0.13940025,9.752992835,14.32701673,H03,26,0.680741359,9.840455043,3.193317672,4.574023897,46.48183317,1.468986697,4.486561689,1.661352931,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,4.5,16,7/27/2022 10:52,0.0115,9.084997826,0.104477475,7.309657372,14.32701673,H03,26,0.510200938,9.840455043,3.193317672,7.017359359,71.3113299,1.960012077,4.486561689,1.037834043,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,12.5,24,7/27/2022 11:00,0.0115,8.691176087,0.099948525,6.992794117,14.32701673,H03,26,0.488084453,9.840455043,3.193317672,7.334222614,74.53133602,2.048825761,4.486561689,0.918780601,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,20.5,32,7/27/2022 11:08,0.0115,8.266643478,0.0950664,6.651221343,14.32701673,H03,26,0.464243287,9.840455043,3.193317672,7.675795388,78.00244353,2.154042993,4.486561689,0.772263145,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,4.5,40,7/27/2022 11:16,0.0115,10.43446957,0.1199964,8.395422744,14.32701673,H03,26,0.585985408,9.840455043,3.193317672,5.931593987,60.27763921,1.706527136,4.486561689,1.363246041,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,14.5,50,7/27/2022 11:26,0.0115,9.305393478,0.107012025,7.486984514,14.32701673,H03,26,0.522578053,9.840455043,3.193317672,6.840032217,69.50930813,1.913589737,4.486561689,1.09875322,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,8.7,0,7/27/2022 10:37,0.0133,13.34300842,0.177462012,11.32376335,11.32376335,H04,26,1,6.855136773,2.534058992,0,0,1,4.468626573,1.924998266,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,16,8,7/27/2022 10:44,0.0133,11.99548421,0.15953994,10.0524759,11.32376335,H04,26,0.887732778,6.855136773,2.534058992,1.271287449,18.54503405,1.126465108,4.468626573,1.719878382,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,4.5,16,7/27/2022 10:52,0.0133,9.486192632,0.126166362,7.949635138,11.32376335,H04,26,0.702031197,6.855136773,2.534058992,3.374128207,49.22043599,1.424438122,4.468626573,1.247322069,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,12.5,24,7/27/2022 11:00,0.0133,8.426748947,0.112075761,7.061798357,11.32376335,H04,26,0.623626452,6.855136773,2.534058992,4.261964989,62.17184471,1.603524029,4.468626573,0.952881753,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,20.5,32,7/27/2022 11:08,0.0133,7.793916316,0.103659087,6.531470888,11.32376335,H04,26,0.576793305,6.855136773,2.534058992,4.792292458,69.90805022,1.733723314,4.468626573,0.724085766,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,4.5,40,7/27/2022 11:16,0.0133,8.020602632,0.106674015,6.721438936,11.32376335,H04,26,0.593569358,6.855136773,2.534058992,4.602324409,67.13687213,1.684723087,4.468626573,0.812179375,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,14.5,50,7/27/2022 11:26,0.0133,7.894665789,0.104999055,6.615901132,11.32376335,H04,26,0.584249329,6.855136773,2.534058992,4.707862214,68.67641551,1.711598031,4.468626573,0.764199391,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,0,0,7/27/2022 10:44,0.0119,15.63725403,0.186083323,12.89253441,12.89253441,H05,26,1,8.296969978,2.791574572,0,0,1,4.618373637,2.113137499,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,8,8,7/27/2022 10:52,0.0119,10.17042941,0.12102811,8.261696498,12.89253441,H05,26,0.640812445,8.296969978,2.791574572,4.630837912,55.81360334,1.560519006,4.618373637,1.292896139,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,16,16,7/27/2022 11:00,0.0119,8.390166639,0.099842983,6.815544116,12.89253441,H05,26,0.528642693,8.296969978,2.791574572,6.076990294,73.24348901,1.891636851,4.618373637,0.787170387,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,4.5,24.5,7/27/2022 11:08,0.0119,8.092580924,0.096301713,6.57380773,12.89253441,H05,26,0.509892587,8.296969978,2.791574572,6.318726681,76.15703922,1.961197367,4.618373637,0.670612211,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,12.5,32.5,7/27/2022 11:16,0.0119,7.800246723,0.092822936,6.33633728,12.89253441,H05,26,0.491473366,8.296969978,2.791574572,6.556197131,79.01917384,2.034698256,4.618373637,0.541139661,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,6.5,42.5,7/27/2022 11:26,0.0119,7.409884286,0.088177623,6.01923602,12.89253441,H05,26,0.466877639,8.296969978,2.791574572,6.87329839,82.84106618,2.141888832,4.618373637,0.337088035,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,16.5,52.5,7/27/2022 11:36,0.0119,7.26984395,0.086511143,5.905477721,12.89253441,H05,26,0.458054059,8.296969978,2.791574572,6.98705669,84.21214863,2.183148429,4.618373637,0.252394799,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,0.5,0,7/27/2022 10:45,0.0079,12.54300633,0.09908975,9.084771837,14.64152549,H06,26,0.62047987,10.20159945,3.287610367,5.556753656,54.46943573,1.611655829,4.453546454,1.532821495,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,12.5,32.5,7/27/2022 11:16,0.0079,18.67191532,0.147508131,13.52387824,14.64152549,H06,26,0.923665929,10.20159945,3.287610367,1.117647249,10.95560803,1.082642511,4.453546454,2.205008844,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,6.5,42.5,7/27/2022 11:26,0.0079,19.75457481,0.156061141,14.64152549,14.64152549,H06,26,1,10.20159945,3.287610367,0,0,1,4.453546454,2.321208499,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,16.5,52.5,7/27/2022 11:36,0.0079,19.10761975,0.150950196,13.83945453,14.64152549,H06,26,0.94521944,10.20159945,3.287610367,0.802070964,7.862207958,1.057955388,4.453546454,2.239209424,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,9.5,0,7/27/2022 10:54,0.0089,13.39088685,0.119178893,10.23732144,10.23732144,H07,26,1,6.60828245,2.803690912,0,0,1,3.651373051,1.884938347,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,16,8,7/27/2022 11:00,0.0089,11.84623528,0.105431494,8.87128136,10.23732144,H07,26,0.866562744,6.60828245,2.803690912,1.366040083,20.67163584,1.153984529,3.651373051,1.652479836,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,4.5,16.5,7/27/2022 11:08,0.0089,10.44925146,0.092998338,7.82512313,10.23732144,H07,26,0.764372124,6.60828245,2.803690912,2.412198313,36.5026515,1.308263304,3.651373051,1.428814931,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,12.5,24.5,7/27/2022 11:16,0.0089,8.599888652,0.076539009,6.440192186,10.23732144,H07,26,0.629089574,6.60828245,2.803690912,3.797129257,57.46015376,1.589598749,3.651373051,1.025618257,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,6.5,34.5,7/27/2022 11:26,0.0089,7.704506404,0.068570107,5.769667952,10.23732144,H07,26,0.563591559,6.60828245,2.803690912,4.467653491,67.60687856,1.774334593,3.651373051,0.750611473,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,16.5,44.5,7/27/2022 11:36,0.0089,7.432610225,0.066150231,5.566053263,10.23732144,H07,26,0.543702109,6.60828245,2.803690912,4.67126818,70.68808295,1.83924245,3.651373051,0.649550618,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,1.7,0,7/27/2022 11:02,0.0094,17.4429134,0.163963386,13.5259527,13.5259527,H09,26,1,8.177279703,2.528842706,0,0,1,5.348672998,2.101359541,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,8,8,7/27/2022 11:08,0.0094,12.12250511,0.113951548,9.218175503,13.5259527,H09,26,0.68151765,8.177279703,2.528842706,4.307777198,52.67983186,1.467313428,5.348672998,1.353125947,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,4.5,16.5,7/27/2022 11:17,0.0094,10.96493596,0.103070398,8.337938664,13.5259527,H09,26,0.616440028,8.177279703,2.528842706,5.188014037,63.44425317,1.622217822,5.348672998,1.095027761,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,13.5,25.5,7/27/2022 11:27,0.0094,10.06313447,0.094593464,7.652192251,13.5259527,H09,26,0.565741462,8.177279703,2.528842706,5.87376045,71.83024996,1.767591856,5.348672998,0.834438064,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,22.5,34.5,7/27/2022 11:36,0.0094,10.37181957,0.097495104,7.886922074,13.5259527,H09,26,0.583095494,8.177279703,2.528842706,5.639030627,68.95973761,1.714984955,5.348672998,0.931474503,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,1.5,0,7/27/2022 11:02,0.0075,14.291648,0.10718736,10.45042222,10.45042222,H10,26,1,5.818011269,2.25593591,0,0,1,4.632410953,1.760958497,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,8,8,7/27/2022 11:08,0.0075,11.950392,0.08962794,8.53053173,10.45042222,H10,26,0.816285845,5.818011269,2.25593591,1.919890492,32.99908514,1.225061057,4.632410953,1.360494585,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,4.5,16.5,7/27/2022 11:17,0.0075,9.978078,0.074835585,7.122637565,10.45042222,H10,26,0.681564574,5.818011269,2.25593591,3.327784656,57.19797543,1.467212409,4.632410953,0.912373715,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,13.5,25.5,7/27/2022 11:27,0.0075,9.989174,0.074918805,7.130558208,10.45042222,H10,26,0.682322499,5.818011269,2.25593591,3.319864014,57.0618354,1.465582626,4.632410953,0.915549359,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,22.5,34.5,7/27/2022 11:36,0.0075,9.609136,0.07206852,6.85927621,10.45042222,H10,26,0.656363548,5.818011269,2.25593591,3.591146012,61.72463142,1.523545911,4.632410953,0.800594882,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,9.7,0,7/27/2022 11:10,0.0118,13.60893153,0.160585392,11.1956406,11.1956406,H11,26,1,6.556843493,2.413479256,0,0,1,4.63879711,1.880509312,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,4.5,16.5,7/27/2022 11:17,0.0118,12.50483729,0.14755708,10.13402111,11.1956406,H11,26,0.905175637,6.556843493,2.413479256,1.061619492,16.19101467,1.104757971,4.63879711,1.703879351,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,13.5,25.5,7/27/2022 11:27,0.0118,10.23315458,0.120751224,8.293031099,11.1956406,H11,26,0.740737524,6.556843493,2.413479256,2.902609505,44.26839695,1.350005862,4.63879711,1.295886492,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,22.5,34.5,7/27/2022 11:36,0.0118,9.628195593,0.113612708,7.802767454,11.1956406,H11,26,0.696946939,6.556843493,2.413479256,3.392873149,51.74552592,1.434829458,4.63879711,1.151827677,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,0.9,0,7/28/2022 9:09,0.0484,9.564932231,0.46294272,11.35735731,11.35735731,I01,22,1,7.770368935,3.166265437,0,0,1,3.586988373,2.050317645,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,8,8,7/28/2022 9:17,0.0484,6.981726942,0.337915584,8.400330211,11.35735731,I01,22,0.739637751,7.770368935,3.166265437,2.957027097,38.05516986,1.352013198,3.586988373,1.571391612,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,16,16,7/28/2022 9:25,0.0484,5.413111736,0.261994608,6.512991188,11.35735731,I01,22,0.573460094,7.770368935,3.166265437,4.84436612,62.34409409,1.743800503,3.586988373,1.073637265,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,24,24,7/28/2022 9:33,0.0484,4.877610248,0.236076336,5.868682214,11.35735731,I01,22,0.516729557,7.770368935,3.166265437,5.488675095,70.63596517,1.935248305,3.586988373,0.82491808,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,4.5,32.5,7/28/2022 9:41,0.0484,4.660799504,0.225582696,5.607818124,11.35735731,I01,22,0.493760826,7.770368935,3.166265437,5.749539184,73.99312995,2.02527205,3.586988373,0.703508195,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,12.5,40.5,7/28/2022 9:49,0.0484,4.604807603,0.222872688,5.54044934,11.35735731,I01,22,0.487829095,7.770368935,3.166265437,5.816907968,74.86012591,2.049898233,3.586988373,0.669602654,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,20.5,48.5,7/28/2022 9:57,0.0484,4.313481322,0.208772496,5.189929049,11.35735731,I01,22,0.456966256,7.770368935,3.166265437,6.167428259,79.37111237,2.18834539,3.586988373,0.471839865,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,7,58.5,7/28/2022 10:07,0.0484,4.389680826,0.212460552,5.281611379,11.35735731,I01,22,0.465038762,7.770368935,3.166265437,6.075745929,78.19121563,2.150358384,3.586988373,0.527460301,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,17,68.5,7/28/2022 10:17,0.0484,4.382944959,0.212134536,5.273506864,11.35735731,I01,22,0.46432517,7.770368935,3.166265437,6.083850444,78.29551589,2.153663132,3.586988373,0.52266634,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,1.2,0,7/28/2022 9:10,0.0167,12.93648413,0.216039285,11.6481818,11.6481818,I02,22,1,8.11530396,3.297080263,0,0,1,3.532877841,2.093751657,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,8,8,7/28/2022 9:17,0.0167,8.379158024,0.139931939,7.48406913,11.6481818,I02,22,0.642509643,8.11530396,3.297080263,4.164112671,51.31185094,1.556396874,3.532877841,1.374017126,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,16,16,7/28/2022 9:25,0.0167,6.307080479,0.105328244,5.633337643,11.6481818,I02,22,0.483623774,8.11530396,3.297080263,6.014844158,74.11729971,2.067722998,3.532877841,0.742156274,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,24,24,7/28/2022 9:33,0.0167,5.524295629,0.092255737,4.934172415,11.6481818,I02,22,0.423600224,8.11530396,3.297080263,6.714009387,82.73269147,2.360716412,3.532877841,0.337396505,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,4.5,32.5,7/28/2022 9:41,0.0167,5.178327126,0.086478063,4.625161392,11.6481818,I02,22,0.397071532,8.11530396,3.297080263,7.02302041,86.54044808,2.518437912,3.532877841,0.088270506,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,12.5,40.5,7/28/2022 9:49,0.0167,4.69422012,0.078393476,4.19276827,11.6481818,I02,22,0.359950449,8.11530396,3.297080263,7.455413532,91.86856794,2.778160168,3.532877841,-0.415681474,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,20.5,48.5,7/28/2022 9:57,0.0167,4.085664012,0.068230589,3.649220103,11.6481818,I02,22,0.313286671,8.11530396,3.297080263,7.998961698,98.56638443,3.191964713,3.532877841,-2.151218898,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,7,58.5,7/28/2022 10:07,0.0167,4.324606287,0.072220925,3.862637788,11.6481818,I02,22,0.331608645,8.11530396,3.297080263,7.785544014,95.93656691,3.015602922,3.532877841,-1.109390323,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,17,68.5,7/28/2022 10:17,0.0167,4.609594731,0.076980232,4.11718284,11.6481818,I02,22,0.353461417,8.11530396,3.297080263,7.530998962,92.79996164,2.829163108,3.532877841,-0.537332174,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,8.8,0,7/28/2022 9:17,0.0264,13.64050508,0.360109334,13.83512446,13.83512446,I03,22,1,9.696055692,3.342569367,0,0,1,4.139068764,2.271719174,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,16,8,7/28/2022 9:25,0.0264,9.312951515,0.24586192,9.456125752,13.83512446,I03,22,0.683486859,9.696055692,3.342569367,4.378998703,45.16268102,1.463085922,4.139068764,1.670919953,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,24,16,7/28/2022 9:33,0.0264,7.865225076,0.207641942,7.986142445,13.83512446,I03,22,0.577236762,9.696055692,3.342569367,5.84898201,60.32331286,1.732391396,4.139068764,1.347312776,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,4.5,24,7/28/2022 9:41,0.0264,6.847988258,0.18078689,6.953266965,13.83512446,I03,22,0.502580731,9.696055692,3.342569367,6.881857491,70.97584533,1.989730084,4.139068764,1.03467739,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,12.5,32,7/28/2022 9:49,0.0264,6.43078053,0.169772606,6.529645224,13.83512446,I03,22,0.471961437,9.696055692,3.342569367,7.305479232,75.34485634,2.118817177,4.139068764,0.871534534,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,20.5,40,7/28/2022 9:57,0.0264,6.139360152,0.162079108,6.233744644,13.83512446,I03,22,0.450573803,9.696055692,3.342569367,7.601379811,78.39661872,2.219392235,4.139068764,0.73939883,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,7,50,7/28/2022 10:07,0.0264,6.031542424,0.15923272,6.124269363,13.83512446,I03,22,0.442660952,9.696055692,3.342569367,7.710855093,79.52568898,2.259065309,4.139068764,0.685719966,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,17,60,7/28/2022 10:17,0.0264,6.479220379,0.171051418,6.57882977,13.83512446,I03,22,0.475516486,9.696055692,3.342569367,7.256294685,74.83759289,2.102976509,4.139068764,0.891900086,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,10,0,7/28/2022 9:19,0.0192,14.1176601,0.271059074,13.18125127,13.18125127,I04,22,1,7.579117211,2.352898224,0,0,1,5.602134056,2.02539673,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,16,8,7/28/2022 9:25,0.0192,10.18128719,0.195480714,9.455920876,13.18125127,I04,22,0.717376574,7.579117211,2.352898224,3.725330391,49.15256339,1.393968017,5.602134056,1.349056255,3.175950635,-0.011845,4.569482683,-0.12934
Lower Deschutes,24,16,7/28/2022 9:33,0.0192,8.93839375,0.17161716,8.301577444,13.18125127,I04,22,0.629801927,7.579117211,2.352898224,4.879673824,64.38314237,1.587800796,5.602134056,0.993045599,3.175950635,-0.011845,4.569482683,-0.12934
