"date","time","time_sec","Ch1_O2","Ch1_temp","Ch2_O2","Ch3_O2","Ch4_O2"
"8/14/2021","11:43:11",0,8.3443,17.686,8.9679,"---",9.2592
"8/14/2021","11:43:13",1.59,8.3372,17.684,8.9634,"---",9.2668
"8/14/2021","11:43:14",2.67,8.3348,17.677,8.9717,"---",9.2617
"8/14/2021","11:43:15",3.76,8.338,17.672,8.9744,"---",9.2698
"8/14/2021","11:43:16",4.84,8.3368,17.676,8.9717,"---",9.2734
"8/14/2021","11:43:17",5.92,8.3346,17.682,8.9644,"---",9.2713
"8/14/2021","11:43:18",7,8.3301,17.691,8.9652,"---",9.2645
"8/14/2021","11:43:19",8.09,8.3273,17.697,8.9699,"---",9.2564
"8/14/2021","11:43:21",9.16,8.321,17.703,8.9677,"---",9.2505
"8/14/2021","11:43:22",10.25,8.3172,17.706,8.9631,"---",9.2586
"8/14/2021","11:43:23",11.34,8.3173,17.705,8.9615,"---",9.2606
"8/14/2021","11:43:24",12.43,8.3188,17.703,8.9709,"---",9.2675
"8/14/2021","11:43:25",13.52,8.317,17.702,8.9721,"---",9.2582
"8/14/2021","11:43:26",14.63,8.3132,17.702,8.9662,"---",9.247
"8/14/2021","11:43:27",15.71,8.3106,17.702,8.956,"---",9.2424
"8/14/2021","11:43:28",16.79,8.3099,17.702,8.9576,"---",9.2376
"8/14/2021","11:43:29",17.88,8.3062,17.702,8.9599,"---",9.2549
"8/14/2021","11:43:30",18.96,8.3045,17.703,8.9607,"---",9.2662
"8/14/2021","11:43:31",20.03,8.3022,17.705,8.9594,"---",9.2673
"8/14/2021","11:43:33",21.11,8.3017,17.707,8.9559,"---",9.2491
"8/14/2021","11:43:34",22.19,8.302,17.71,8.9528,"---",9.2466
"8/14/2021","11:43:35",23.29,8.3002,17.712,8.9552,"---",9.2489
"8/14/2021","11:43:36",24.37,8.2992,17.711,8.958,"---",9.2612
"8/14/2021","11:43:37",25.45,8.2953,17.708,8.9655,"---",9.2534
"8/14/2021","11:43:38",26.57,8.2918,17.702,8.9651,"---",9.2687
"8/14/2021","11:43:39",27.65,8.2855,17.701,8.9674,"---",9.2639
"8/14/2021","11:43:40",28.74,8.2825,17.698,8.9576,"---",9.275
"8/14/2021","11:43:41",29.81,8.2831,17.698,8.9565,"---",9.2729
"8/14/2021","11:43:42",30.9,8.2839,17.697,8.951,"---",9.2773
"8/14/2021","11:43:43",31.99,8.2854,17.698,8.9537,"---",9.2633
"8/14/2021","11:43:44",33.07,8.2819,17.702,8.9505,"---",9.2519
"8/14/2021","11:43:46",34.15,8.2816,17.708,8.9528,"---",9.2394
"8/14/2021","11:43:47",35.23,8.2769,17.715,8.9495,"---",9.2459
"8/14/2021","11:43:48",36.34,8.274,17.724,8.9498,"---",9.2394
"8/14/2021","11:43:49",37.41,8.2728,17.731,8.9482,"---",9.2337
"8/14/2021","11:43:50",38.49,8.2729,17.735,8.9527,"---",9.2206
"8/14/2021","11:43:51",39.59,8.2741,17.735,8.9542,"---",9.2165
"8/14/2021","11:43:52",40.67,8.2706,17.733,8.9588,"---",9.2375
"8/14/2021","11:43:53",41.75,8.2677,17.73,8.954,"---",9.2523
"8/14/2021","11:43:54",42.88,8.2657,17.727,8.9466,"---",9.2678
"8/14/2021","11:43:55",43.96,8.2629,17.722,8.941,"---",9.2692
"8/14/2021","11:43:57",45.12,8.2649,17.717,8.9474,"---",9.26
"8/14/2021","11:43:58",46.2,8.2631,17.712,8.953,"---",9.2448
"8/14/2021","11:43:59",47.28,8.2665,17.706,8.9553,"---",9.2429
"8/14/2021","11:44:00",48.36,8.2644,17.699,8.9541,"---",9.2532
"8/14/2021","11:44:01",49.44,8.2669,17.696,8.9537,"---",9.2684
"8/14/2021","11:44:02",50.52,8.2649,17.695,8.956,"---",9.2596
"8/14/2021","11:44:03",51.6,8.2631,17.698,8.9558,"---",9.2575
"8/14/2021","11:44:04",52.7,8.2587,17.7,8.9556,"---",9.2431
"8/14/2021","11:44:05",53.79,8.2536,17.704,8.9493,"---",9.2547
"8/14/2021","11:44:06",54.87,8.2507,17.709,8.9472,"---",9.2454
"8/14/2021","11:44:07",55.94,8.2503,17.713,8.9478,"---",9.2641
"8/14/2021","11:44:08",57.02,8.2532,17.714,8.9515,"---",9.2505
"8/14/2021","11:44:10",58.11,8.249,17.711,8.9472,"---",9.259
"8/14/2021","11:44:11",59.19,8.2483,17.708,8.9536,"---",9.248
"8/14/2021","11:44:12",60.27,8.2431,17.704,8.9603,"---",9.2459
"8/14/2021","11:44:13",61.38,8.2452,17.701,8.9678,"---",9.2476
"8/14/2021","11:44:14",62.45,8.2444,17.699,8.9591,"---",9.2535
"8/14/2021","11:44:15",63.55,8.2453,17.696,8.9527,"---",9.261
"8/14/2021","11:44:16",64.64,8.2439,17.696,8.9477,"---",9.2535
"8/14/2021","11:44:17",65.72,8.2404,17.695,8.952,"---",9.2609
"8/14/2021","11:44:18",66.82,8.2361,17.702,8.9497,"---",9.2575
"8/14/2021","11:44:19",67.91,8.2352,17.709,8.9575,"---",9.248
"8/14/2021","11:44:20",68.99,8.2289,17.72,8.9452,"---",9.2342
"8/14/2021","11:44:21",70.08,8.2235,17.728,8.9455,"---",9.2342
"8/14/2021","11:44:23",71.16,8.2159,17.739,8.9307,"---",9.2452
"8/14/2021","11:44:24",72.25,8.2128,17.747,8.9426,"---",9.2394
"8/14/2021","11:44:25",73.33,8.2101,17.752,8.9452,"---",9.2287
"8/14/2021","11:44:26",74.41,8.2078,17.753,8.9515,"---",9.2244
"8/14/2021","11:44:27",75.5,8.2036,17.752,8.948,"---",9.23
"8/14/2021","11:44:28",76.58,8.2025,17.75,8.9471,"---",9.2375
"8/14/2021","11:44:29",77.67,8.2008,17.749,8.9437,"---",9.2348
"8/14/2021","11:44:30",78.75,8.2038,17.747,8.9382,"---",9.2385
"8/14/2021","11:44:31",79.84,8.2056,17.742,8.9359,"---",9.2394
"8/14/2021","11:44:32",80.93,8.2062,17.737,8.9361,"---",9.2375
"8/14/2021","11:44:33",82,8.203,17.734,8.9461,"---",9.2447
"8/14/2021","11:44:34",83.08,8.2006,17.732,8.9476,"---",9.2374
"8/14/2021","11:44:36",84.17,8.199,17.734,8.949,"---",9.2363
"8/14/2021","11:44:37",85.24,8.1983,17.735,8.9478,"---",9.2224
"8/14/2021","11:44:38",86.34,8.1948,17.736,8.9464,"---",9.2262
"8/14/2021","11:44:39",87.44,8.1917,17.736,8.9478,"---",9.2289
"8/14/2021","11:44:40",88.52,8.1859,17.738,8.9404,"---",9.2249
"8/14/2021","11:44:41",89.6,8.1875,17.74,8.9382,"---",9.2229
"8/14/2021","11:44:42",90.68,8.1883,17.743,8.9388,"---",9.2265
"8/14/2021","11:44:43",91.77,8.1905,17.747,8.9373,"---",9.2243
"8/14/2021","11:44:44",92.87,8.1872,17.75,8.9286,"---",9.2141
"8/14/2021","11:44:45",93.95,8.1833,17.754,8.9248,"---",9.2052
"8/14/2021","11:44:46",95.02,8.1796,17.754,8.9261,"---",9.2103
"8/14/2021","11:44:48",96.13,8.1747,17.756,8.9347,"---",9.2194
"8/14/2021","11:44:49",97.22,8.1718,17.756,8.936,"---",9.2348
"8/14/2021","11:44:50",98.31,8.1698,17.757,8.9379,"---",9.2225
"8/14/2021","11:44:51",99.44,8.1664,17.753,8.9358,"---",9.2176
"8/14/2021","11:44:52",100.52,8.1651,17.75,8.9354,"---",9.2143
"8/14/2021","11:44:53",101.59,8.1682,17.742,8.9356,"---",9.2292
"8/14/2021","11:44:54",102.69,8.1734,17.734,8.9369,"---",9.2317
"8/14/2021","11:44:55",103.77,8.1727,17.727,8.9429,"---",9.2247
"8/14/2021","11:44:56",104.84,8.1705,17.725,8.9431,"---",9.2099
"8/14/2021","11:44:57",105.94,8.1651,17.726,8.9438,"---",9.2108
"8/14/2021","11:44:58",107.03,8.1639,17.727,8.9381,"---",9.2209
"8/14/2021","11:45:00",108.12,8.1613,17.727,8.9345,"---",9.222
"8/14/2021","11:45:01",109.2,8.1616,17.728,8.9369,"---",9.2363
"8/14/2021","11:45:02",110.26,8.157,17.73,8.9408,"---",9.2433
"8/14/2021","11:45:03",111.34,8.1542,17.733,8.9456,"---",9.25
"8/14/2021","11:45:04",112.43,8.1582,17.712,8.9466,"---",9.246
"8/14/2021","11:45:05",113.5,8.1709,17.646,8.966,"---",9.2557
"8/14/2021","11:45:06",114.6,8.1869,17.569,8.981,"---",9.2826
"8/14/2021","11:45:07",115.68,8.1977,17.511,8.9999,"---",9.2985
"8/14/2021","11:45:08",116.77,8.2011,17.498,8.9971,"---",9.2996
"8/14/2021","11:45:09",117.86,8.199,17.498,9.0028,"---",9.3056
"8/14/2021","11:45:10",118.94,8.1972,17.509,8.9949,"---",9.3029
"8/14/2021","11:45:11",120.02,8.1957,17.521,8.9897,"---",9.2931
"8/14/2021","11:45:13",121.11,8.1948,17.529,8.9836,"---",9.2815
"8/14/2021","11:45:14",122.21,8.1943,17.53,8.9874,"---",9.2843
"8/14/2021","11:45:15",123.3,8.191,17.522,8.9931,"---",9.2916
"8/14/2021","11:45:16",124.4,8.1895,17.514,8.9958,"---",9.2993
"8/14/2021","11:45:17",125.48,8.1884,17.506,9.0017,"---",9.297
"8/14/2021","11:45:18",126.57,8.1894,17.505,9.0006,"---",9.2838
"8/14/2021","11:45:19",127.65,8.1925,17.503,8.9964,"---",9.2917
"8/14/2021","11:45:20",128.72,8.1894,17.499,8.9935,"---",9.2964
"8/14/2021","11:45:21",129.84,8.1881,17.497,8.9975,"---",9.3001
"8/14/2021","11:45:22",130.91,8.1817,17.496,9.0001,"---",9.2706
"8/14/2021","11:45:23",131.99,8.1764,17.507,8.9877,"---",9.2402
"8/14/2021","11:45:24",133.07,8.1711,17.526,8.9762,"---",9.2349
"8/14/2021","11:45:26",134.16,8.1597,17.556,8.9681,"---",9.2247
"8/14/2021","11:45:27",135.24,8.1516,17.588,8.9673,"---",9.2097
"8/14/2021","11:45:28",136.36,8.146,17.61,8.9631,"---",9.1776
